dataset,strategy,task_id,expected_task_count,artifact_source,artifact_found,model,passed,error_type,canonical_parse_error,artifact_parse_error,canonical_char_count,artifact_char_count,canonical_line_count,artifact_line_count,canonical_nonempty_line_count,artifact_nonempty_line_count,canonical_parse_ok,artifact_parse_ok,canonical_ast_node_count,artifact_ast_node_count,canonical_function_count,artifact_function_count,canonical_branch_count,artifact_branch_count,canonical_loop_count,artifact_loop_count,canonical_call_count,artifact_call_count,canonical_comprehension_count,artifact_comprehension_count,canonical_return_count,artifact_return_count,canonical_max_control_nesting_depth,artifact_max_control_nesting_depth,canonical_cyclomatic_proxy,artifact_cyclomatic_proxy,lexical_cosine_similarity,token_cosine_similarity,line_count_delta,nonempty_line_count_delta,ast_node_count_delta,branch_count_delta,loop_count_delta,call_count_delta,max_control_nesting_depth_delta,cyclomatic_proxy_delta,line_count_ratio,ast_node_count_ratio,cyclomatic_proxy_ratio
mbpp,agentic,MBPP/172,200,runs_csv_final_executable_code,1,,,,,,182,49,6,2,6,2,1,1,69,11,1,1,1,0,1,0,2,1,0,0,1,1,2,0,5,1,0.5146502354656654,0.6468921754047852,-4,-4,-58,-1,-1,-1,-2,-4,0.3333333333333333,0.15942028985507245,0.2
mbpp,agentic,MBPP/2,200,,0,,,,,empty,107,0,3,0,3,0,1,0,26,,1,,0,,0,,3,,0,,1,,0,,1,,,,-3,-3,,,,,,,0.0,,
mbpp,agentic,MBPP/20,200,,0,,,,,empty,235,0,13,0,13,0,1,0,71,,1,,3,,1,,0,,0,,4,,2,,5,,,,-13,-13,,,,,,,0.0,,
mbpp,agentic,MBPP/223,200,,0,,,,,empty,549,0,19,0,18,0,1,0,178,,2,,5,,0,,3,,0,,7,,3,,9,,,,-19,-18,,,,,,,0.0,,
mbpp,agentic,MBPP/224,200,,0,,,,,empty,105,0,6,0,6,0,1,0,28,,1,,0,,1,,0,,0,,1,,1,,2,,,,-6,-6,,,,,,,0.0,,
mbpp,agentic,MBPP/227,200,,0,,,,,empty,173,0,8,0,8,0,1,0,54,,1,,2,,0,,0,,0,,1,,2,,5,,,,-8,-8,,,,,,,0.0,,
mbpp,agentic,MBPP/228,200,,0,,,,,empty,167,0,6,0,6,0,1,0,49,,1,,1,,0,,0,,0,,2,,1,,2,,,,-6,-6,,,,,,,0.0,,
mbpp,agentic,MBPP/233,200,,0,,,,,empty,99,0,3,0,3,0,1,0,23,,1,,0,,0,,0,,0,,1,,0,,1,,,,-3,-3,,,,,,,0.0,,
mbpp,agentic,MBPP/234,200,,0,,,,,empty,60,0,3,0,3,0,1,0,20,,1,,0,,0,,0,,0,,1,,0,,1,,,,-3,-3,,,,,,,0.0,,
mbpp,agentic,MBPP/235,200,,0,,,,,empty,200,0,10,0,10,0,1,0,58,,1,,1,,1,,0,,0,,1,,2,,3,,,,-10,-10,,,,,,,0.0,,
mbpp,agentic,MBPP/237,200,,0,,,,,empty,152,0,5,0,4,0,1,0,34,,1,,0,,1,,4,,1,,1,,1,,2,,,,-5,-4,,,,,,,0.0,,
mbpp,agentic,MBPP/239,200,,0,,,,,empty,416,0,13,0,13,0,1,0,171,,1,,3,,4,,4,,2,,1,,5,,9,,,,-13,-13,,,,,,,0.0,,
mbpp,agentic,MBPP/240,200,,0,,,,,empty,103,0,4,0,4,0,1,0,24,,1,,0,,0,,0,,0,,1,,0,,1,,,,-4,-4,,,,,,,0.0,,
mbpp,agentic,MBPP/244,200,,0,,,,,empty,106,0,5,0,4,0,1,0,31,,1,,0,,0,,2,,0,,1,,0,,1,,,,-5,-4,,,,,,,0.0,,
mbpp,agentic,MBPP/248,200,,0,,,,,empty,104,0,5,0,5,0,1,0,28,,1,,1,,0,,1,,0,,2,,1,,2,,,,-5,-5,,,,,,,0.0,,
mbpp,agentic,MBPP/249,200,,0,,,,,empty,134,0,3,0,3,0,1,0,28,,2,,0,,0,,2,,0,,1,,0,,1,,,,-3,-3,,,,,,,0.0,,
mbpp,agentic,MBPP/251,200,runs_csv_final_executable_code,1,,,,,,105,149,3,6,3,6,1,1,28,34,1,1,0,0,2,1,0,2,1,0,1,1,1,1,3,2,0.527981513657892,0.6259863316249608,3,3,6,0,-1,2,0,-1,2.0,1.2142857142857142,0.6666666666666666
mbpp,agentic,MBPP/252,200,,0,,,,,empty,81,0,5,0,4,0,1,0,19,,1,,0,,0,,1,,0,,1,,0,,1,,,,-5,-4,,,,,,,0.0,,
mbpp,agentic,MBPP/255,200,,0,,,,,empty,136,0,4,0,3,0,1,0,18,,1,,0,,0,,2,,0,,1,,0,,1,,,,-4,-3,,,,,,,0.0,,
mbpp,agentic,MBPP/256,200,,0,,,,,empty,237,0,11,0,11,0,1,0,51,,1,,2,,2,,2,,0,,1,,3,,5,,,,-11,-11,,,,,,,0.0,,
mbpp,agentic,MBPP/257,200,,0,,,,,empty,77,0,5,0,5,0,1,0,27,,1,,0,,0,,0,,0,,1,,0,,1,,,,-5,-5,,,,,,,0.0,,
mbpp,agentic,MBPP/259,200,,0,,,,,empty,169,0,3,0,3,0,1,0,54,,1,,0,,2,,5,,2,,1,,1,,3,,,,-3,-3,,,,,,,0.0,,
mbpp,agentic,MBPP/260,200,runs_csv_final_executable_code,1,,,,,,119,961,4,40,4,36,1,1,41,156,1,3,1,6,0,3,2,4,0,0,2,6,1,3,3,10,0.6169085278120596,0.6053739385269572,36,32,115,5,3,2,2,7,10.0,3.8048780487804876,3.3333333333333335
mbpp,agentic,MBPP/261,200,,0,,,,,empty,135,0,3,0,3,0,1,0,35,,1,,0,,1,,2,,1,,1,,1,,2,,,,-3,-3,,,,,,,0.0,,
mbpp,agentic,MBPP/262,200,,0,,,,,empty,64,0,2,0,2,0,1,0,22,,1,,0,,0,,0,,0,,1,,0,,1,,,,-2,-2,,,,,,,0.0,,
mbpp,agentic,MBPP/265,200,,0,,,,,empty,69,0,2,0,2,0,1,0,24,,1,,0,,1,,1,,1,,1,,1,,2,,,,-2,-2,,,,,,,0.0,,
mbpp,agentic,MBPP/267,200,predictions_executable,1,anthropic/claude-sonnet-4.5,True,,,,58,168,2,8,2,8,1,1,27,47,1,1,0,1,0,1,1,1,0,0,1,2,0,1,1,3,0.31068488300060004,0.5514718052053477,6,6,20,1,1,0,1,2,4.0,1.7407407407407407,3.0
mbpp,agentic,MBPP/276,200,,0,,,,,empty,76,0,3,0,3,0,1,0,24,,1,,0,,0,,0,,0,,1,,0,,1,,,,-3,-3,,,,,,,0.0,,
mbpp,agentic,MBPP/277,200,runs_csv_final_executable_code,1,,,,,,114,94,3,2,3,2,1,1,34,29,1,1,0,0,1,1,1,1,1,1,1,1,1,1,2,2,0.9258200997725514,0.9516619028617731,-1,-1,-5,0,0,0,0,0,0.6666666666666666,0.8529411764705882,1.0
mbpp,agentic,MBPP/278,200,,0,,,,,empty,148,0,5,0,5,0,1,0,28,,1,,1,,1,,2,,0,,1,,2,,3,,,,-5,-5,,,,,,,0.0,,
mbpp,agentic,MBPP/279,200,,0,,,,,empty,53,0,2,0,2,0,1,0,21,,1,,0,,0,,0,,0,,1,,0,,1,,,,-2,-2,,,,,,,0.0,,
mbpp,agentic,MBPP/280,200,runs_csv_final_executable_code,1,,,,,,229,160,9,5,9,5,1,1,59,40,1,1,1,1,1,1,1,2,0,0,1,2,2,2,4,3,0.4151682458530184,0.6499466969333331,-4,-4,-19,0,0,1,0,-1,0.5555555555555556,0.6779661016949152,0.75
mbpp,agentic,MBPP/281,200,runs_csv_final_executable_code,1,,,,,,108,75,4,2,4,2,1,1,24,20,1,1,1,0,0,0,3,3,0,0,2,1,1,0,2,1,0.9102991273635126,0.9400319838808433,-2,-2,-4,-1,0,0,-1,-1,0.5,0.8333333333333334,0.5
mbpp,agentic,MBPP/282,200,runs_csv_final_executable_code,1,,,,,,102,104,3,2,3,2,1,1,31,40,2,1,0,0,0,1,2,4,0,1,1,1,0,1,1,2,0.6565321642986128,0.6513389472789295,-1,-1,9,0,1,2,1,1,0.6666666666666666,1.2903225806451613,2.0
mbpp,agentic,MBPP/286,200,,0,,,,,empty,341,0,10,0,10,0,1,0,70,,1,,2,,1,,1,,0,,1,,2,,4,,,,-10,-10,,,,,,,0.0,,
mbpp,agentic,MBPP/287,200,runs_csv_final_executable_code,1,,,,,,68,173,2,8,2,8,1,1,33,48,1,1,0,1,0,1,1,1,0,0,1,2,0,1,1,3,0.5262348115842176,0.6013288497504246,6,6,15,1,1,0,1,2,4.0,1.4545454545454546,3.0
mbpp,agentic,MBPP/293,200,,0,,,,,empty,90,0,5,0,4,0,1,0,32,,1,,0,,0,,1,,0,,1,,0,,1,,,,-5,-4,,,,,,,0.0,,
mbpp,agentic,MBPP/299,200,,0,,,,,empty,199,0,7,0,6,0,1,0,51,,2,,0,,1,,3,,0,,1,,1,,2,,,,-7,-6,,,,,,,0.0,,
mbpp,agentic,MBPP/306,200,,0,,,,,empty,566,0,17,0,17,0,1,0,258,,1,,3,,5,,5,,2,,1,,4,,10,,,,-17,-17,,,,,,,0.0,,
mbpp,agentic,MBPP/308,200,,0,,,,,empty,130,0,3,0,3,0,1,0,39,,1,,0,,2,,1,,1,,1,,1,,3,,,,-3,-3,,,,,,,0.0,,
mbpp,agentic,MBPP/309,200,,0,,,,,empty,77,0,5,0,5,0,1,0,18,,1,,1,,0,,0,,0,,2,,1,,2,,,,-5,-5,,,,,,,0.0,,
mbpp,agentic,MBPP/311,200,,0,,,,,empty,230,0,10,0,10,0,1,0,70,,1,,2,,1,,0,,0,,2,,2,,4,,,,-10,-10,,,,,,,0.0,,
mbpp,agentic,MBPP/312,200,runs_csv_final_executable_code,1,,,,,,96,75,5,4,4,3,1,1,35,29,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0.7938566201357354,0.8868440532177395,-1,-1,-6,0,0,0,0,0,0.8,0.8285714285714286,1.0
mbpp,agentic,MBPP/391,200,,0,,,,,empty,116,0,3,0,3,0,1,0,39,,1,,0,,1,,1,,1,,1,,1,,2,,,,-3,-3,,,,,,,0.0,,
mbpp,agentic,MBPP/392,200,,0,,,,,empty,237,0,9,0,9,0,1,0,118,,1,,0,,1,,9,,0,,1,,1,,2,,,,-9,-9,,,,,,,0.0,,
mbpp,agentic,MBPP/398,200,,0,,,,,empty,97,0,2,0,2,0,1,0,32,,1,,0,,2,,4,,1,,1,,1,,3,,,,-2,-2,,,,,,,0.0,,
mbpp,agentic,MBPP/399,200,,0,,,,,empty,128,0,3,0,3,0,1,0,35,,1,,0,,1,,2,,1,,1,,1,,2,,,,-3,-3,,,,,,,0.0,,
mbpp,agentic,MBPP/400,200,runs_csv_final_executable_code,1,,,,,,111,262,3,11,3,9,1,1,33,15,1,1,0,0,1,0,5,2,1,0,1,1,1,0,2,1,0.41674580885649853,0.8742274308808125,8,6,-18,0,-1,-3,-1,-1,3.6666666666666665,0.45454545454545453,0.5
mbpp,agentic,MBPP/404,200,predictions_executable,1,anthropic/claude-sonnet-4.5,True,,,,77,76,5,5,5,5,1,1,18,18,1,1,1,1,0,0,0,0,0,0,2,2,1,1,2,2,0.9999999999999998,0.9743589743589743,0,0,0,0,0,0,0,0,1.0,1.0,1.0
mbpp,agentic,MBPP/407,200,,0,,,,,empty,332,0,11,0,11,0,1,0,128,,2,,1,,1,,10,,0,,2,,2,,3,,,,-11,-11,,,,,,,0.0,,
mbpp,agentic,MBPP/409,200,,0,,,,,empty,104,0,3,0,3,0,1,0,32,,1,,0,,1,,2,,1,,1,,1,,2,,,,-3,-3,,,,,,,0.0,,
mbpp,agentic,MBPP/410,200,,0,,,,,empty,102,0,3,0,3,0,1,0,28,,1,,0,,1,,2,,1,,1,,1,,2,,,,-3,-3,,,,,,,0.0,,
mbpp,agentic,MBPP/411,200,,0,,,,,empty,105,0,4,0,3,0,1,0,29,,1,,0,,1,,3,,1,,1,,1,,3,,,,-4,-3,,,,,,,0.0,,
mbpp,agentic,MBPP/412,200,,0,,,,,empty,94,0,5,0,5,0,1,0,29,,1,,1,,1,,1,,0,,1,,2,,3,,,,-5,-5,,,,,,,0.0,,
mbpp,agentic,MBPP/414,200,,0,,,,,empty,180,0,6,0,6,0,1,0,46,,1,,1,,2,,4,,0,,2,,3,,4,,,,-6,-6,,,,,,,0.0,,
mbpp,agentic,MBPP/418,200,,0,,,,,empty,73,0,3,0,3,0,1,0,21,,1,,0,,1,,1,,1,,1,,1,,2,,,,-3,-3,,,,,,,0.0,,
mbpp,agentic,MBPP/420,200,,0,,,,,empty,114,0,5,0,5,0,1,0,46,,1,,0,,1,,1,,0,,1,,1,,2,,,,-5,-5,,,,,,,0.0,,
mbpp,agentic,MBPP/425,200,,0,,,,,empty,142,0,6,0,6,0,1,0,39,,1,,1,,1,,2,,0,,1,,2,,3,,,,-6,-6,,,,,,,0.0,,
mbpp,agentic,MBPP/428,200,runs_csv_final_executable_code,1,,,,,,380,355,12,13,12,13,1,1,111,113,1,1,0,0,3,3,3,2,0,0,1,1,3,3,5,5,0.9407749312478345,0.9558583860788628,1,1,2,0,0,-1,0,0,1.0833333333333333,1.018018018018018,1.0
mbpp,agentic,MBPP/432,200,,0,,,,,empty,96,0,3,0,3,0,1,0,21,,1,,0,,0,,0,,0,,1,,0,,1,,,,-3,-3,,,,,,,0.0,,
mbpp,agentic,MBPP/433,200,,0,,,,,empty,74,0,3,0,3,0,1,0,23,,1,,0,,0,,1,,0,,1,,0,,1,,,,-3,-3,,,,,,,0.0,,
mbpp,agentic,MBPP/434,200,,0,,,,,empty,143,0,8,0,7,0,1,0,24,,1,,1,,0,,1,,0,,2,,1,,2,,,,-8,-7,,,,,,,0.0,,
mbpp,agentic,MBPP/436,200,,0,,,,,empty,117,0,6,0,6,0,1,0,31,,1,,1,,1,,1,,0,,1,,2,,3,,,,-6,-6,,,,,,,0.0,,
mbpp,agentic,MBPP/439,200,predictions_executable,1,anthropic/claude-sonnet-4.5,True,,,,73,94,3,4,3,4,1,1,24,26,1,1,0,1,0,0,3,3,0,0,1,2,0,1,1,2,0.8386278693775346,0.9055315508912547,1,1,2,1,0,0,1,1,1.3333333333333333,1.0833333333333333,2.0
mbpp,agentic,MBPP/442,200,,0,,,,,empty,195,0,11,0,10,0,1,0,47,,1,,1,,1,,2,,0,,1,,2,,3,,,,-11,-10,,,,,,,0.0,,
mbpp,agentic,MBPP/444,200,,0,,,,,empty,155,0,6,0,6,0,1,0,54,,1,,0,,1,,5,,0,,1,,1,,2,,,,-6,-6,,,,,,,0.0,,
mbpp,agentic,MBPP/450,200,predictions_executable,1,anthropic/claude-sonnet-4.5,True,,,,90,343,3,12,3,10,1,1,28,25,1,1,0,0,1,1,1,1,1,1,1,1,1,1,2,2,0.3776453809531824,0.7008766440504625,9,7,-3,0,0,0,0,0,4.0,0.8928571428571429,1.0
mbpp,agentic,MBPP/453,200,,0,,,,,empty,503,0,21,0,20,0,1,0,145,,1,,3,,2,,3,,0,,2,,3,,7,,,,-21,-20,,,,,,,0.0,,
mbpp,agentic,MBPP/454,200,,0,,,,,empty,151,0,8,0,7,0,1,0,24,,1,,1,,0,,1,,0,,2,,1,,2,,,,-8,-7,,,,,,,0.0,,
mbpp,agentic,MBPP/455,200,runs_csv_final_executable_code,1,,,,,,230,86,5,2,5,2,1,1,46,18,1,1,1,0,0,0,0,0,0,0,2,1,1,0,8,1,0.6445033866354895,0.35634832254989923,-3,-3,-28,-1,0,0,-1,-7,0.4,0.391304347826087,0.125
mbpp,agentic,MBPP/456,200,,0,,,,,empty,97,0,3,0,3,0,1,0,24,,1,,0,,1,,0,,1,,1,,1,,2,,,,-3,-3,,,,,,,0.0,,
mbpp,agentic,MBPP/458,200,,0,,,,,empty,58,0,3,0,3,0,1,0,17,,1,,0,,0,,0,,0,,1,,0,,1,,,,-3,-3,,,,,,,0.0,,
mbpp,agentic,MBPP/461,200,,0,,,,,empty,163,0,6,0,6,0,1,0,48,,1,,1,,1,,2,,0,,1,,2,,4,,,,-6,-6,,,,,,,0.0,,
mbpp,agentic,MBPP/462,200,,0,,,,,empty,191,0,7,0,7,0,1,0,57,,1,,1,,1,,2,,0,,2,,1,,3,,,,-7,-7,,,,,,,0.0,,
mbpp,agentic,MBPP/465,200,,0,,,,,empty,117,0,3,0,3,0,1,0,32,,1,,0,,1,,1,,1,,1,,1,,2,,,,-3,-3,,,,,,,0.0,,
mbpp,agentic,MBPP/475,200,,0,,,,,empty,139,0,6,0,5,0,1,0,25,,1,,0,,0,,2,,0,,1,,0,,1,,,,-6,-5,,,,,,,0.0,,
mbpp,agentic,MBPP/476,200,,0,,,,,empty,65,0,3,0,3,0,1,0,22,,1,,0,,0,,2,,0,,1,,0,,1,,,,-3,-3,,,,,,,0.0,,
mbpp,agentic,MBPP/478,200,,0,,,,,empty,75,0,4,0,3,0,1,0,16,,1,,0,,0,,1,,0,,1,,0,,1,,,,-4,-3,,,,,,,0.0,,
mbpp,agentic,MBPP/555,200,,0,,,,,empty,80,0,4,0,4,0,1,0,34,,1,,0,,0,,0,,0,,1,,0,,1,,,,-4,-4,,,,,,,0.0,,
mbpp,agentic,MBPP/557,200,runs_csv_final_executable_code,1,,,,,,77,275,3,10,3,10,1,1,15,63,1,1,0,2,0,1,1,8,0,0,1,1,0,3,1,4,0.21664456120656048,0.6426845869171515,7,7,48,2,1,7,3,3,3.3333333333333335,4.2,4.0
mbpp,agentic,MBPP/558,200,runs_csv_final_executable_code,1,,,,,,76,272,2,10,2,10,1,1,26,105,1,1,0,0,0,1,4,13,0,0,1,1,0,1,1,2,0.41781451089836674,0.8109307588519343,8,8,79,0,1,9,1,1,5.0,4.038461538461538,2.0
mbpp,agentic,MBPP/559,200,,0,,,,,empty,322,0,10,0,10,0,1,0,60,,1,,2,,1,,1,,0,,1,,3,,4,,,,-10,-10,,,,,,,0.0,,
mbpp,agentic,MBPP/560,200,,0,,,,,empty,100,0,3,0,3,0,1,0,23,,1,,0,,0,,2,,0,,1,,0,,1,,,,-3,-3,,,,,,,0.0,,
mbpp,agentic,MBPP/568,200,predictions_executable,1,anthropic/claude-sonnet-4.5,True,,,,90,100,3,4,3,4,1,1,20,24,1,1,0,1,1,1,1,1,1,1,1,2,1,1,2,3,0.7905694150420948,0.8397822097303648,1,1,4,1,0,0,0,1,1.3333333333333333,1.2,1.5
mbpp,agentic,MBPP/569,200,,0,,,,,empty,81,0,3,0,3,0,1,0,20,,1,,0,,0,,2,,0,,1,,0,,1,,,,-3,-3,,,,,,,0.0,,
mbpp,agentic,MBPP/57,200,runs_csv_final_executable_code,1,,,,,,156,141,7,6,7,6,1,1,56,36,1,1,0,0,1,1,3,1,0,0,1,1,1,1,2,2,0.5447670420505112,0.6734350297014737,-1,-1,-20,0,0,-2,0,0,0.8571428571428571,0.6428571428571429,1.0
mbpp,agentic,MBPP/574,200,,0,,,,,empty,112,0,3,0,3,0,1,0,37,,1,,0,,0,,0,,0,,1,,0,,1,,,,-3,-3,,,,,,,0.0,,
mbpp,agentic,MBPP/577,200,runs_csv_final_executable_code,1,,,,,,189,120,11,5,11,5,1,1,39,29,1,1,4,1,0,0,0,0,0,0,5,2,4,1,5,2,0.6640783086353595,0.5862171947850966,-6,-6,-10,-3,0,0,-3,-3,0.45454545454545453,0.7435897435897436,0.4
mbpp,agentic,MBPP/578,200,,0,,,,,empty,130,0,3,0,3,0,1,0,32,,1,,0,,2,,1,,1,,1,,1,,3,,,,-3,-3,,,,,,,0.0,,
mbpp,agentic,MBPP/579,200,,0,,,,,empty,106,0,3,0,3,0,1,0,26,,1,,0,,0,,3,,0,,1,,0,,1,,,,-3,-3,,,,,,,0.0,,
mbpp,agentic,MBPP/58,200,,0,,,,,empty,46,0,2,0,2,0,1,0,15,,1,,0,,0,,0,,0,,1,,0,,1,,,,-2,-2,,,,,,,0.0,,
mbpp,agentic,MBPP/584,200,,0,,,,,empty,138,0,5,0,4,0,1,0,39,,1,,0,,1,,4,,0,,1,,1,,2,,,,-5,-4,,,,,,,0.0,,
mbpp,agentic,MBPP/586,200,,0,,,,,empty,45,0,2,0,2,0,1,0,22,,1,,0,,0,,0,,0,,1,,0,,1,,,,-2,-2,,,,,,,0.0,,
mbpp,agentic,MBPP/588,200,,0,,,,,empty,68,0,3,0,3,0,1,0,22,,1,,0,,0,,2,,0,,1,,0,,1,,,,-3,-3,,,,,,,0.0,,
mbpp,agentic,MBPP/59,200,,0,,,,,empty,49,0,2,0,2,0,1,0,21,,1,,0,,0,,0,,0,,1,,0,,1,,,,-2,-2,,,,,,,0.0,,
mbpp,agentic,MBPP/590,200,,0,,,,,empty,138,0,7,0,6,0,1,0,47,,1,,0,,0,,3,,0,,1,,0,,1,,,,-7,-6,,,,,,,0.0,,
mbpp,agentic,MBPP/593,200,,0,,,,,empty,91,0,5,0,4,0,1,0,21,,1,,0,,0,,1,,0,,1,,0,,1,,,,-5,-4,,,,,,,0.0,,
mbpp,agentic,MBPP/594,200,predictions_executable,1,anthropic/claude-sonnet-4.5,True,,,,184,355,4,11,4,11,1,1,61,80,1,1,0,3,2,1,2,0,2,0,1,1,1,2,3,8,0.39682587206510844,0.42664698495311704,7,7,19,3,-1,-2,1,5,2.75,1.3114754098360655,2.6666666666666665
mbpp,agentic,MBPP/599,200,runs_csv_final_executable_code,1,,,,,,164,176,6,6,6,6,1,1,45,46,1,1,0,1,1,0,1,0,0,0,1,2,1,1,2,2,0.5018683272627928,0.7016277404814731,0,0,1,1,-1,-1,0,0,1.0,1.0222222222222221,1.0
