dataset,strategy,task_id,run_id,ts_unix,pipeline_config,trigger_policy,verifier_invoked,verifier_decision,repair_attempted,origin_stage,run_total_tokens,end_to_end_latency_s,parse_error_type,parse_error_text,planner,executor,critic,verifier,planner_total_tokens,executor_total_tokens,critic_total_tokens,verifier_total_tokens,planner_latency_s,executor_latency_s,critic_latency_s,verifier_latency_s,planner_error,executor_repair,executor_harm,verifier_repair,verifier_harm,run_index_for_task,run_count_for_task,is_latest_for_task,has_boolean_result,passed,error_type,error
mbpp,agentic,MBPP/635,run-4489c9b7,1774027195.321923,mbpp_no_verifier,critic_fail,0,,0,,2655,23.582188,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1695,484,476,,17.579368,4.589145,1.356342,,0,0,0,0,0,1,1,1,0,,,
mbpp,agentic,MBPP/726,run-4489c9b7,1774027220.359414,mbpp_no_verifier,critic_fail,0,,0,,2506,25.022704,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1553,675,278,,21.015369,2.548663,1.411138,,0,0,0,0,0,1,1,1,0,,,
mbpp,agentic,MBPP/577,run-4489c9b7,1774027239.615677,mbpp_no_verifier,critic_fail,0,,0,,2387,19.240478,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1532,617,238,,13.89903,3.19698,2.095693,,0,0,0,0,0,1,1,1,0,,,
mbpp,agentic,MBPP/312,run-4489c9b7,1774027282.755076,mbpp_no_verifier,critic_fail,0,,0,,1982,43.121905,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1206,530,246,,39.082839,2.54154,1.446873,,0,0,0,0,0,1,1,1,0,,,
mbpp,agentic,MBPP/776,run-4489c9b7,1774027307.406104,mbpp_no_verifier,critic_fail,0,,0,,2511,24.637424,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1707,448,356,,17.791578,3.833929,2.962704,,0,0,0,0,0,1,1,1,0,,,
mbpp,agentic,MBPP/604,run-4489c9b7,1774027328.703182,mbpp_no_verifier,critic_fail,0,,0,,2564,21.281846,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1701,675,188,,17.170229,2.333609,1.721247,,0,0,0,0,0,1,1,1,0,,,
mbpp,agentic,MBPP/117,run-4489c9b7,1774027351.373285,mbpp_no_verifier,critic_fail,0,,0,,2961,22.654519,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1707,790,464,,16.148639,3.460442,2.990574,,0,0,0,0,0,1,1,1,0,,,
mbpp,agentic,MBPP/599,run-4489c9b7,1774027370.386804,mbpp_no_verifier,critic_fail,0,,0,,2227,18.998358,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1435,570,222,,12.802641,3.904103,2.234841,,0,0,0,0,0,1,1,1,0,,,
mbpp,agentic,MBPP/91,run-4489c9b7,1774027394.237557,mbpp_no_verifier,critic_fail,0,,0,,2376,23.837308,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1712,363,301,,17.680893,4.361096,1.747259,,0,0,0,0,0,1,1,1,0,,,
mbpp,agentic,MBPP/57,run-4489c9b7,1774027416.972866,mbpp_no_verifier,critic_fail,0,,0,,2212,22.715346,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1709,298,205,,17.35081,3.817597,1.486132,,0,0,0,0,0,1,1,1,0,,,
mbpp,agentic,MBPP/400,run-4489c9b7,1774027438.889264,mbpp_no_verifier,critic_fail,0,,0,,2300,21.891575,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1703,322,275,,16.447168,3.799504,1.584218,,0,0,0,0,0,1,1,1,0,,,
mbpp,agentic,MBPP/280,run-4489c9b7,1774027474.623904,mbpp_no_verifier,critic_fail,0,,0,,2546,35.717997,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1521,750,275,,30.99193,2.950869,1.725301,,0,0,0,0,0,1,1,1,0,,,
mbpp,agentic,MBPP/260,run-4489c9b7,1774027501.464643,mbpp_no_verifier,critic_fail,0,,0,,2753,26.823744,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1705,564,484,,17.72562,6.403888,2.637784,,0,0,0,0,0,1,1,1,0,,,
mbpp,agentic,MBPP/92,run-4489c9b7,1774027526.516566,mbpp_no_verifier,critic_fail,0,,0,,2648,25.03789,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1701,541,406,,16.960126,6.63674,1.388439,,0,0,0,0,0,1,1,1,0,,,
mbpp,agentic,MBPP/11,run-4489c9b7,1774027547.945519,mbpp_no_verifier,critic_fail,0,,0,,2730,21.415601,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1706,765,259,,15.461072,4.078587,1.825235,,0,0,0,0,0,1,1,1,0,,,
mbpp,agentic,MBPP/167,run-4489c9b7,1774027578.349052,mbpp_no_verifier,critic_fail,0,,0,,2277,30.386973,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1347,654,276,,24.234326,4.179128,1.916276,,0,0,0,0,0,1,1,1,0,,,
mbpp,agentic,MBPP/455,run-4489c9b7,1774027596.993763,mbpp_no_verifier,critic_fail,0,,0,,2348,18.627333,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1450,653,245,,13.733287,2.707936,2.133829,,0,0,0,0,0,1,1,1,0,,,
mbpp,agentic,MBPP/558,run-4489c9b7,1774027619.903158,mbpp_no_verifier,critic_fail,0,,0,,2429,22.892921,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1710,470,249,,17.298274,4.158857,1.380218,,0,0,0,0,0,1,1,1,0,,,
mbpp,agentic,MBPP/251,run-4489c9b7,1774027640.41193,mbpp_no_verifier,critic_fail,0,,0,,2524,20.491256,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1592,669,263,,15.458786,3.052933,1.931362,,0,0,0,0,0,1,1,1,0,,,
mbpp,agentic,MBPP/84,run-4489c9b7,1774027663.865564,mbpp_no_verifier,critic_fail,0,,0,,2746,23.437012,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1700,662,384,,16.07602,5.584903,1.72023,,0,0,0,0,0,1,1,1,0,,,
mbpp,agentic,MBPP/87,run-4489c9b7,1774027686.634341,mbpp_no_verifier,critic_fail,0,,0,,2874,22.741281,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1708,639,527,,16.643841,4.279958,1.761647,,0,0,0,0,0,1,1,1,0,,,
mbpp,agentic,MBPP/281,run-4489c9b7,1774027704.520541,mbpp_no_verifier,critic_fail,0,,0,,2347,17.870178,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1544,606,197,,13.856874,2.24226,1.719464,,0,0,0,0,0,1,1,1,0,,,
mbpp,agentic,MBPP/744,run-4489c9b7,1774027722.253637,mbpp_no_verifier,critic_fail,0,,0,,2086,17.714815,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1301,575,210,,12.248614,3.875129,1.529891,,0,0,0,0,0,1,1,1,0,,,
mbpp,agentic,MBPP/131,run-4489c9b7,1774027744.24935,mbpp_no_verifier,critic_fail,0,,0,,2756,21.975491,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1566,857,333,,15.098312,4.377266,2.442424,,0,0,0,0,0,1,1,1,0,,,
mbpp,agentic,MBPP/796,run-4489c9b7,1774027766.36971,mbpp_no_verifier,critic_fail,0,,0,,2417,22.104641,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1579,586,252,,15.940552,3.323542,2.78396,,0,0,0,0,0,1,1,1,0,,,
mbpp,agentic,MBPP/557,run-4489c9b7,1774027783.275348,mbpp_no_verifier,critic_fail,0,,0,,2021,16.88605,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1225,574,222,,11.633159,2.950602,2.246279,,0,0,0,0,0,1,1,1,0,,,
mbpp,agentic,MBPP/89,run-4489c9b7,1774027809.294512,mbpp_no_verifier,critic_fail,0,,0,,2714,26.00255,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1698,567,449,,16.528851,6.341521,3.074623,,0,0,0,0,0,1,1,1,0,,,
mbpp,agentic,MBPP/287,run-4489c9b7,1774027831.29114,mbpp_no_verifier,critic_fail,0,,0,,2611,21.979756,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1708,639,264,,15.611688,4.179981,2.131294,,0,0,0,0,0,1,1,1,0,,,
mbpp,agentic,MBPP/172,run-4489c9b7,1774027850.152528,mbpp_no_verifier,critic_fail,0,,0,,2227,18.844143,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1429,577,221,,14.606843,2.242817,1.939471,,0,0,0,0,0,1,1,1,0,,,
mbpp,agentic,MBPP/428,run-4489c9b7,1774027872.659384,mbpp_no_verifier,critic_fail,0,,0,,2933,22.488955,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1701,845,387,,16.84032,3.768795,1.816551,,0,0,0,0,0,1,1,1,0,,,
mbpp,agentic,MBPP/724,run-4489c9b7,1774027891.605541,mbpp_no_verifier,critic_fail,0,,0,,2652,18.928893,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1715,714,223,,14.45697,2.617741,1.797215,,0,0,0,0,0,1,1,1,0,,,
mbpp,agentic,MBPP/722,run-4489c9b7,1774027912.032001,mbpp_no_verifier,critic_fail,0,,0,,2914,20.413102,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1746,705,463,,16.354211,2.200617,1.772105,,0,0,0,0,0,1,1,1,0,,,
mbpp,agentic,MBPP/282,run-4489c9b7,1774027932.681679,mbpp_no_verifier,critic_fail,0,,0,,2508,20.634878,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1561,699,248,,15.626248,3.082896,1.873273,,0,0,0,0,0,1,1,1,0,,,
mbpp,agentic,MBPP/730,run-4489c9b7,1774027951.533298,mbpp_no_verifier,critic_fail,0,,0,,2763,18.8379,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1559,772,432,,13.53372,3.443336,1.812233,,0,0,0,0,0,1,1,1,0,,,
mbpp,agentic,MBPP/103,run-4489c9b7,1774027978.320095,mbpp_no_verifier,critic_fail,0,,0,,3014,26.76995,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1704,726,584,,17.405209,7.504068,1.802978,,0,0,0,0,0,1,1,1,0,,,
