dataset,strategy,task_id,run_id,ts_unix,pipeline_config,trigger_policy,verifier_invoked,verifier_decision,repair_attempted,origin_stage,run_total_tokens,end_to_end_latency_s,parse_error_type,parse_error_text,architect,developer,qa,verifier,architect_total_tokens,developer_total_tokens,qa_total_tokens,verifier_total_tokens,architect_latency_s,developer_latency_s,qa_latency_s,verifier_latency_s,architect_error,developer_repair,developer_harm,verifier_repair,verifier_harm,run_index_for_task,run_count_for_task,is_latest_for_task,has_boolean_result,passed,error_type,error
mbpp,agentic,MBPP/260,run-99401b7c,1771700702.777936,mbpp_no_security_no_verifier,always,0,,0,,3062,28.612762,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1707,572,783,,16.916561,4.835551,6.705343,,0,0,0,0,0,2,2,1,1,False,AssertionError,AssertionError:
mbpp,agentic,MBPP/92,run-99401b7c,1771700733.479805,mbpp_no_security_no_verifier,always,0,,0,,2841,30.659473,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1705,584,552,,17.772319,5.856145,6.884827,,0,0,0,0,0,2,2,1,1,True,,
mbpp,agentic,MBPP/11,run-99401b7c,1771700764.202524,mbpp_no_security_no_verifier,always,0,,0,,3214,30.679734,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1710,803,701,,16.95528,4.342214,9.234774,,0,0,0,0,0,2,2,1,1,True,,
mbpp,agentic,MBPP/167,run-99401b7c,1771700786.604068,mbpp_no_security_no_verifier,always,0,,0,,2966,22.373073,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1651,849,466,,13.885425,3.087444,5.270945,,0,0,0,0,0,2,2,1,1,True,,
mbpp,agentic,MBPP/455,run-99401b7c,1771700807.567755,mbpp_no_security_no_verifier,always,0,,0,,2697,20.922789,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1484,885,328,,13.091487,2.824833,4.848703,,0,0,0,0,0,2,2,1,1,True,,
mbpp,agentic,MBPP/558,run-99401b7c,1771700833.158734,mbpp_no_security_no_verifier,always,0,,0,,3059,25.559243,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1712,880,467,,17.171912,3.932916,4.307925,,0,0,0,0,0,2,2,1,1,True,,
mbpp,agentic,MBPP/251,run-99401b7c,1771700856.4464,mbpp_no_security_no_verifier,always,0,,0,,2851,23.245771,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1641,766,444,,14.849267,1.609202,6.640636,,0,0,0,0,0,2,2,1,1,True,,
mbpp,agentic,MBPP/84,run-2b232b20,1771700929.522972,mbpp_no_security_no_verifier,always,0,,0,,3593,29.292085,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1694,1092,807,,15.85908,6.300178,7.008015,,0,0,0,0,0,2,2,1,1,True,,
mbpp,agentic,MBPP/87,run-2b232b20,1771700960.390892,mbpp_no_security_no_verifier,always,0,,0,,4215,30.825724,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1710,869,1636,,14.476049,2.928649,13.250343,,0,0,0,0,0,2,2,1,1,False,AssertionError,AssertionError:
mbpp,agentic,MBPP/281,run-2b232b20,1771700981.561634,mbpp_no_security_no_verifier,always,0,,0,,2591,21.123146,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1557,775,259,,15.814278,2.113133,3.085528,,0,0,0,0,0,2,2,1,1,True,,
mbpp,agentic,MBPP/744,run-2b232b20,1771701000.534943,mbpp_no_security_no_verifier,always,0,,0,,2658,18.938735,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1550,824,284,,13.105232,2.107907,3.592682,,0,0,0,0,0,2,2,1,1,True,,
mbpp,agentic,MBPP/131,run-2b232b20,1771701026.647879,mbpp_no_security_no_verifier,always,0,,0,,3033,26.083316,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1711,879,443,,17.08291,2.927119,5.925304,,0,0,0,0,0,2,2,1,1,True,,
mbpp,agentic,MBPP/796,run-2b232b20,1771701051.885886,mbpp_no_security_no_verifier,always,0,,0,,2350,25.194489,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1702,387,261,,18.977695,1.764192,4.381239,,0,0,0,0,0,2,2,1,1,True,,
mbpp,agentic,MBPP/557,run-2b232b20,1771701071.633863,mbpp_no_security_no_verifier,always,0,,0,,2548,19.710682,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1513,714,321,,12.730657,2.04114,4.861498,,0,0,0,0,0,2,2,1,1,True,,
mbpp,agentic,MBPP/89,run-2b232b20,1771701107.61818,mbpp_no_security_no_verifier,always,0,,0,,3952,35.955779,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1702,990,1260,,16.036772,9.93233,9.922471,,0,0,0,0,0,2,2,1,1,False,AssertionError,AssertionError:
mbpp,agentic,MBPP/287,run-2b232b20,1771701133.731441,mbpp_no_security_no_verifier,always,0,,0,,2928,26.099987,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1712,689,527,,16.365883,3.400221,6.240926,,0,0,0,0,0,2,2,1,1,True,,
mbpp,agentic,MBPP/172,run-2b232b20,1771701153.878072,mbpp_no_security_no_verifier,always,0,,0,,2599,20.107692,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1483,673,443,,13.06832,2.336222,4.550585,,0,0,0,0,0,2,2,1,1,True,,
mbpp,agentic,MBPP/428,run-2b232b20,1771701177.55151,mbpp_no_security_no_verifier,always,0,,0,,3089,23.633,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1705,964,420,,16.587668,2.423636,4.460853,,0,0,0,0,0,2,2,1,1,True,,
mbpp,agentic,MBPP/724,run-2b232b20,1771701208.702741,mbpp_no_security_no_verifier,always,0,,0,,3378,31.109667,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1719,943,716,,14.665175,3.672963,12.653019,,0,0,0,0,0,2,2,1,1,True,,
mbpp,agentic,MBPP/722,run-2b232b20,1771701236.519037,mbpp_no_security_no_verifier,always,0,,0,,3072,27.775166,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1750,412,910,,17.142238,2.634002,7.88628,,0,0,0,0,0,2,2,1,1,False,AssertionError,AssertionError:
mbpp,agentic,MBPP/282,run-2b232b20,1771701260.728776,mbpp_no_security_no_verifier,always,0,,0,,2863,24.167586,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1703,816,344,,17.14609,2.79381,4.164598,,0,0,0,0,0,2,2,1,1,True,,
mbpp,agentic,MBPP/730,run-2b232b20,1771701290.155861,mbpp_no_security_no_verifier,always,0,,0,,3617,29.38868,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1700,774,1143,,14.256637,1.736928,13.262084,,0,0,0,0,0,2,2,1,1,True,,
mbpp,agentic,MBPP/103,run-2b232b20,1771701321.26033,mbpp_no_security_no_verifier,always,0,,0,,3398,31.047598,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1706,826,866,,16.973318,6.520168,7.412326,,0,0,0,0,0,2,2,1,1,True,,
mbpp,agentic,MBPP/425,run-2b232b20,1771701345.807791,mbpp_no_security_no_verifier,always,0,,0,,2585,24.508573,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1712,496,377,,17.718475,1.854865,4.856699,,0,0,0,0,0,2,2,1,1,True,,
mbpp,agentic,MBPP/433,run-2b232b20,1771701369.755795,mbpp_no_security_no_verifier,always,0,,0,,3063,23.918115,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1711,857,495,,15.488908,2.414445,5.966013,,0,0,0,0,0,2,2,1,1,True,,
mbpp,agentic,MBPP/234,run-2b232b20,1771701389.469594,mbpp_no_security_no_verifier,always,0,,0,,2201,19.67923,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1482,522,197,,14.005058,1.520345,3.992634,,0,0,0,0,0,2,2,1,1,True,,
mbpp,agentic,MBPP/62,run-2b232b20,1771701412.277073,mbpp_no_security_no_verifier,always,0,,0,,2734,22.768258,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1700,679,355,,15.179179,3.190684,4.239828,,0,0,0,0,0,2,2,1,1,True,,
mbpp,agentic,MBPP/106,run-2b232b20,1771701439.049865,mbpp_no_security_no_verifier,always,0,,0,,2412,26.716806,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1708,345,359,,18.925129,2.832196,4.862719,,0,0,0,0,0,2,2,1,1,True,,
mbpp,agentic,MBPP/606,run-2b232b20,1771701459.466847,mbpp_no_security_no_verifier,always,0,,0,,2438,20.397446,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1435,689,314,,12.966236,2.34894,4.995177,,0,0,0,0,0,2,2,1,1,True,,
mbpp,agentic,MBPP/145,run-2b232b20,1771701483.065067,mbpp_no_security_no_verifier,always,0,,0,,2680,23.56457,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1600,784,296,,14.462662,1.789693,7.21953,,0,0,0,0,0,2,2,1,1,True,,
mbpp,agentic,MBPP/476,run-2b232b20,1771701505.024814,mbpp_no_security_no_verifier,always,0,,0,,2787,21.917956,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1598,856,333,,14.924178,1.420527,5.414656,,0,0,0,0,0,2,2,1,1,True,,
mbpp,agentic,MBPP/311,run-2b232b20,1771701535.251126,mbpp_no_security_no_verifier,always,0,,0,,3008,30.187501,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1708,490,810,,16.838635,4.450448,8.722826,,0,0,0,0,0,2,2,1,1,False,AssertionError,AssertionError:
mbpp,agentic,MBPP/434,run-2b232b20,1771701561.181215,mbpp_no_security_no_verifier,always,0,,0,,2408,25.879232,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1712,346,350,,17.060627,2.360389,6.309904,,0,0,0,0,0,2,2,1,1,True,,
mbpp,agentic,MBPP/249,run-2b232b20,1771701591.076235,mbpp_no_security_no_verifier,always,0,,0,,3335,29.842707,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1709,930,696,,17.402184,3.624075,8.701174,,0,0,0,0,0,2,2,1,1,False,AssertionError,AssertionError:
mbpp,agentic,MBPP/102,run-2b232b20,1771701614.544825,mbpp_no_security_no_verifier,always,0,,0,,2463,23.447361,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1706,377,380,,16.269661,2.735965,4.366145,,0,0,0,0,0,2,2,1,1,False,AssertionError,AssertionError:
mbpp,agentic,MBPP/641,run-2b232b20,1771701642.039695,mbpp_no_security_no_verifier,always,0,,0,,2407,27.464139,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1702,338,367,,16.507424,2.63894,8.218034,,0,0,0,0,0,2,2,1,1,True,,
mbpp,agentic,MBPP/252,run-2b232b20,1771701663.897302,mbpp_no_security_no_verifier,always,0,,0,,2804,21.814327,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1698,720,386,,14.758178,2.630616,4.275132,,0,0,0,0,0,2,2,1,1,False,TypeError,TypeError: 'int' object is not iterable
mbpp,agentic,MBPP/123,run-2b232b20,1771701713.529839,mbpp_no_security_no_verifier,always,0,,0,,4423,49.606853,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1706,742,1975,,15.686861,6.36227,27.430159,,0,0,0,0,0,2,2,1,1,True,,
mbpp,agentic,MBPP/588,run-2b232b20,1771701735.889531,mbpp_no_security_no_verifier,always,0,,0,,2181,22.327759,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1345,597,239,,15.718161,1.380003,5.076886,,0,0,0,0,0,2,2,1,1,True,,
mbpp,agentic,MBPP/411,run-2b232b20,1771701761.078141,mbpp_no_security_no_verifier,always,0,,0,,2469,25.150403,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1707,386,376,,17.642479,2.410878,4.965492,,0,0,0,0,0,2,2,1,1,False,AssertionError,AssertionError:
mbpp,agentic,MBPP/586,run-2b232b20,1771701785.092312,mbpp_no_security_no_verifier,always,0,,0,,2570,23.973043,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1714,504,352,,16.003814,1.689359,6.13669,,0,0,0,0,0,2,2,1,1,True,,
mbpp,agentic,MBPP/760,run-2b232b20,1771701809.143876,mbpp_no_security_no_verifier,always,0,,0,,2515,24.008125,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1562,690,263,,14.89316,1.785458,7.183103,,0,0,0,0,0,2,2,1,1,True,,
mbpp,agentic,MBPP/309,run-2b232b20,1771701826.460425,mbpp_no_security_no_verifier,always,0,,0,,2094,17.272091,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1274,590,230,,11.119127,1.917751,4.089315,,0,0,0,0,0,2,2,1,1,True,,
mbpp,agentic,MBPP/721,run-2b232b20,1771701869.58087,mbpp_no_security_no_verifier,always,0,,0,,4555,43.081107,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1779,923,1853,,15.680569,8.246454,19.07392,,0,0,0,0,0,2,2,1,1,True,,
mbpp,agentic,MBPP/166,run-2b232b20,1771701893.318315,mbpp_no_security_no_verifier,always,0,,0,,3241,23.704453,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1714,833,694,,15.581455,4.328444,3.699714,,0,0,0,0,0,2,2,1,1,True,,
mbpp,agentic,MBPP/735,run-2b232b20,1771701918.881575,mbpp_no_security_no_verifier,always,0,,0,,2890,25.525799,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1733,599,558,,15.435682,6.221155,3.723321,,0,0,0,0,0,2,2,1,1,False,NameError,NameError: name 'toggle_middle_bits' is not defined
mbpp,agentic,MBPP/763,run-2b232b20,1771701941.95291,mbpp_no_security_no_verifier,always,0,,0,,2750,23.03126,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1729,633,388,,15.84232,3.280487,3.771996,,0,0,0,0,0,2,2,1,1,False,AttributeError,AttributeError: 'tuple' object has no attribute 'sort'
mbpp,agentic,MBPP/780,run-2b232b20,1771701970.4083,mbpp_no_security_no_verifier,always,0,,0,,3261,28.412877,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1736,656,869,,15.971108,2.534142,9.756063,,0,0,0,0,0,2,2,1,1,True,,
mbpp,agentic,MBPP/279,run-2b232b20,1771701995.496028,mbpp_no_security_no_verifier,always,0,,0,,2428,25.044271,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1704,363,361,,17.36253,2.895095,4.668719,,0,0,0,0,0,2,2,1,1,True,,
mbpp,agentic,MBPP/631,run-2b232b20,1771702017.312782,mbpp_no_security_no_verifier,always,0,,0,,2737,21.779933,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1511,852,374,,13.595563,2.451739,5.569595,,0,0,0,0,0,2,2,1,1,True,,
mbpp,agentic,MBPP/286,run-2b232b20,1771702061.573196,mbpp_no_security_no_verifier,always,0,,0,,4435,44.215868,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1725,998,1712,,17.65454,10.031866,16.383861,,0,0,0,0,0,2,2,1,1,True,,
mbpp,agentic,MBPP/20,run-2b232b20,1771702091.825888,mbpp_no_security_no_verifier,always,0,,0,,3152,30.197378,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1706,538,908,,14.614192,4.465617,11.01506,,0,0,0,0,0,2,2,1,1,True,,
mbpp,agentic,MBPP/751,run-2b232b20,1771702122.52159,mbpp_no_security_no_verifier,always,0,,0,,3627,30.654939,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1742,1174,711,,17.061136,4.88932,8.562474,,0,0,0,0,0,2,2,1,1,False,NameError,NameError: name 'check_min_heap' is not defined
mbpp,agentic,MBPP/478,run-2b232b20,1771702146.349164,mbpp_no_security_no_verifier,always,0,,0,,2730,23.78699,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1703,744,283,,17.094957,1.602384,4.957149,,0,0,0,0,0,2,2,1,1,True,,
mbpp,agentic,MBPP/436,run-2b232b20,1771702165.466582,mbpp_no_security_no_verifier,always,0,,0,,2315,19.077058,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1451,653,211,,14.017869,1.493006,3.427866,,0,0,0,0,0,2,2,1,1,True,,
mbpp,agentic,MBPP/738,run-2b232b20,1771702193.445742,mbpp_no_security_no_verifier,always,0,,0,,2879,27.938041,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1732,410,737,,16.623467,4.170721,6.994273,,0,0,0,0,0,2,2,1,1,False,AssertionError,AssertionError:
mbpp,agentic,MBPP/461,run-2b232b20,1771702212.013763,mbpp_no_security_no_verifier,always,0,,0,,2305,18.52265,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1368,627,310,,12.385863,1.82491,4.177092,,0,0,0,0,0,2,2,1,1,False,AssertionError,AssertionError:
mbpp,agentic,MBPP/228,run-2b232b20,1771702238.424959,mbpp_no_security_no_verifier,always,0,,0,,2931,26.371526,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1721,492,718,,16.678303,4.346131,5.212575,,0,0,0,0,0,2,2,1,1,True,,
