dataset,strategy,task_id,run_id,critic_verdict_first_pass,verifier_invoked,verifier_decision,repair_attempted,final_passed,pre_verifier_exec_invoked,pre_verifier_exec_passed,verifier_pre_repair_exec_passed,verifier_post_repair_exec_passed,critic_true_positive,critic_true_negative,blame_executor,blame_critic_false_fail,blame_critic_false_pass,verifier_strict_eligible,verifier_help,verifier_harm,executor_blame_from_critic,critic_blame_from_verifier,blame_basis,verifier_blame_basis
bigcodebench,agentic_plus_verifier,BigCodeBench/48,run-67fd4b71,PASS,0,,0,False,True,False,,,0,0,0,0,1,0,0,0,0,,checkpoint_exec_only,not_applicable
bigcodebench,agentic_plus_verifier,BigCodeBench/487,run-67fd4b71,FAIL,1,REJECT,1,True,True,True,True,True,0,0,0,1,0,1,0,0,1,0,checkpoint_exec_only,repair_checkpoint_delta
bigcodebench,agentic_plus_verifier,BigCodeBench/49,run-67fd4b71,FAIL,1,REJECT,1,False,True,False,False,False,1,0,1,0,0,1,0,0,1,0,checkpoint_exec_only,repair_checkpoint_delta
bigcodebench,agentic_plus_verifier,BigCodeBench/499,run-67fd4b71,PASS,0,,0,True,True,True,,,0,1,0,0,0,0,0,0,0,,checkpoint_exec_only,not_applicable
bigcodebench,agentic_plus_verifier,BigCodeBench/557,run-67fd4b71,FAIL,1,REJECT,1,True,True,False,False,True,1,0,1,0,0,1,1,0,1,0,checkpoint_exec_only,repair_checkpoint_delta
bigcodebench,agentic_plus_verifier,BigCodeBench/587,run-6eaba5df,FAIL,1,REJECT,1,True,True,False,False,False,1,0,1,0,0,1,0,0,1,0,checkpoint_exec_only,repair_checkpoint_delta
bigcodebench,agentic_plus_verifier,BigCodeBench/611,run-67fd4b71,FAIL,1,REJECT,1,False,True,False,False,False,1,0,1,0,0,1,0,0,1,0,checkpoint_exec_only,repair_checkpoint_delta
bigcodebench,agentic_plus_verifier,BigCodeBench/617,run-67fd4b71,FAIL,1,REJECT,1,False,True,False,False,False,1,0,1,0,0,1,0,0,1,0,checkpoint_exec_only,repair_checkpoint_delta
bigcodebench,agentic_plus_verifier,BigCodeBench/624,run-67fd4b71,PASS,0,,0,True,True,True,,,0,1,0,0,0,0,0,0,0,,checkpoint_exec_only,not_applicable
bigcodebench,agentic_plus_verifier,BigCodeBench/645,run-ee9b2df7,PASS,0,,0,False,True,False,,,0,0,0,0,1,0,0,0,0,,checkpoint_exec_only,not_applicable
bigcodebench,agentic_plus_verifier,BigCodeBench/718,run-67fd4b71,FAIL,1,REJECT,1,True,True,True,True,True,0,0,0,1,0,1,0,0,1,0,checkpoint_exec_only,repair_checkpoint_delta
bigcodebench,agentic_plus_verifier,BigCodeBench/798,run-6eaba5df,FAIL,1,REJECT,1,False,True,False,False,False,1,0,1,0,0,1,0,0,1,0,checkpoint_exec_only,repair_checkpoint_delta
bigcodebench,agentic_plus_verifier,BigCodeBench/820,run-67fd4b71,FAIL,1,REJECT,1,True,True,True,True,True,0,0,0,1,0,1,0,0,1,0,checkpoint_exec_only,repair_checkpoint_delta
bigcodebench,agentic_plus_verifier,BigCodeBench/833,run-67fd4b71,PASS,0,,0,True,True,True,,,0,1,0,0,0,0,0,0,0,,checkpoint_exec_only,not_applicable
bigcodebench,agentic_plus_verifier,BigCodeBench/842,run-ee9b2df7,PASS,0,,0,True,True,True,,,0,1,0,0,0,0,0,0,0,,checkpoint_exec_only,not_applicable
bigcodebench,agentic_plus_verifier,BigCodeBench/886,run-67fd4b71,PASS,0,,0,True,True,True,,,0,1,0,0,0,0,0,0,0,,checkpoint_exec_only,not_applicable
bigcodebench,agentic_plus_verifier,BigCodeBench/89,run-67fd4b71,PASS,0,,0,False,True,False,,,0,0,0,0,1,0,0,0,0,,checkpoint_exec_only,not_applicable
bigcodebench,agentic_plus_verifier,BigCodeBench/895,run-67fd4b71,FAIL,1,REJECT,1,False,True,False,False,False,1,0,1,0,0,1,0,0,1,0,checkpoint_exec_only,repair_checkpoint_delta
bigcodebench,agentic_plus_verifier,BigCodeBench/908,run-ee9b2df7,FAIL,1,REJECT,1,True,True,True,True,True,0,0,0,1,0,1,0,0,1,0,checkpoint_exec_only,repair_checkpoint_delta
bigcodebench,agentic_plus_verifier,BigCodeBench/92,run-67fd4b71,FAIL,1,REJECT,1,True,True,False,False,True,1,0,1,0,0,1,1,0,1,0,checkpoint_exec_only,repair_checkpoint_delta
bigcodebench,agentic_plus_verifier,BigCodeBench/937,run-67fd4b71,FAIL,1,REJECT,1,True,True,True,True,True,0,0,0,1,0,1,0,0,1,0,checkpoint_exec_only,repair_checkpoint_delta
bigcodebench,agentic_plus_verifier,BigCodeBench/938,run-67fd4b71,FAIL,1,REJECT,1,True,True,False,False,True,1,0,1,0,0,1,1,0,1,0,checkpoint_exec_only,repair_checkpoint_delta
bigcodebench,agentic_plus_verifier,BigCodeBench/942,run-ee9b2df7,FAIL,1,REJECT,1,True,True,False,False,True,1,0,1,0,0,1,1,0,1,0,checkpoint_exec_only,repair_checkpoint_delta
bigcodebench,agentic_plus_verifier,BigCodeBench/953,run-67fd4b71,PASS,0,,0,True,True,True,,,0,1,0,0,0,0,0,0,0,,checkpoint_exec_only,not_applicable
bigcodebench,agentic_plus_verifier,BigCodeBench/956,run-67fd4b71,PASS,0,,0,True,True,True,,,0,1,0,0,0,0,0,0,0,,checkpoint_exec_only,not_applicable
bigcodebench,agentic_plus_verifier,BigCodeBench/973,run-67fd4b71,FAIL,1,REJECT,1,False,True,False,False,False,1,0,1,0,0,1,0,0,1,0,checkpoint_exec_only,repair_checkpoint_delta
