dataset,strategy,task_id,run_id,ts_unix,pipeline_config,trigger_policy,verifier_invoked,verifier_decision,repair_attempted,origin_stage,run_total_tokens,end_to_end_latency_s,parse_error_type,parse_error_text,architect,developer,qa,verifier,architect_total_tokens,developer_total_tokens,qa_total_tokens,verifier_total_tokens,architect_latency_s,developer_latency_s,qa_latency_s,verifier_latency_s,architect_error,developer_repair,developer_harm,verifier_repair,verifier_harm,run_index_for_task,run_count_for_task,is_latest_for_task,has_boolean_result,passed,error_type,error
mbpp,monolithic,MBPP/260,run-9da7f070,1771799294.215153,humaneval_monolithic,monolithic,0,,0,Monolithic,1398,12.579368,,,,,,,,,,,,,,,,,,,,1,1,1,1,False,AssertionError,AssertionError:
mbpp,monolithic,MBPP/92,run-9da7f070,1771799305.506184,humaneval_monolithic,monolithic,0,,0,Monolithic,1152,11.244166,,,,,,,,,,,,,,,,,,,,1,1,1,1,True,,
mbpp,monolithic,MBPP/11,run-9da7f070,1771799316.561215,humaneval_monolithic,monolithic,0,,0,Monolithic,1206,11.003863,,,,,,,,,,,,,,,,,,,,1,1,1,1,True,,
mbpp,monolithic,MBPP/167,run-9da7f070,1771799327.38052,humaneval_monolithic,monolithic,0,,0,Monolithic,1279,10.772625,SyntaxError,"invalid character '→' (U+2192) (<unknown>, line 14)",,,,,,,,,,,,,,,,,,1,1,1,1,False,SyntaxError,"invalid character '→' (U+2192) (<unknown>, line 14)"
mbpp,monolithic,MBPP/455,run-9da7f070,1771799337.136881,humaneval_monolithic,monolithic,0,,0,Monolithic,1255,9.707653,,,,,,,,,,,,,,,,,,,,1,1,1,1,True,,
mbpp,monolithic,MBPP/558,run-9da7f070,1771799348.410796,humaneval_monolithic,monolithic,0,,0,Monolithic,1235,11.230269,SyntaxError,"invalid syntax (<unknown>, line 12)",,,,,,,,,,,,,,,,,,1,1,1,1,False,SyntaxError,"invalid syntax (<unknown>, line 12)"
mbpp,monolithic,MBPP/251,run-9da7f070,1771799358.222985,humaneval_monolithic,monolithic,0,,0,Monolithic,1049,9.76458,SyntaxError,"invalid syntax (<unknown>, line 8)",,,,,,,,,,,,,,,,,,1,1,1,1,False,SyntaxError,"invalid syntax (<unknown>, line 8)"
mbpp,monolithic,MBPP/84,run-9da7f070,1771799369.379468,humaneval_monolithic,monolithic,0,,0,Monolithic,1282,11.111998,,,,,,,,,,,,,,,,,,,,1,1,1,1,True,,
mbpp,monolithic,MBPP/87,run-9da7f070,1771799379.434793,humaneval_monolithic,monolithic,0,,0,Monolithic,1168,10.011508,,,,,,,,,,,,,,,,,,,,1,1,1,1,False,AssertionError,AssertionError:
mbpp,monolithic,MBPP/281,run-9da7f070,1771799388.657261,humaneval_monolithic,monolithic,0,,0,Monolithic,953,9.172746,SyntaxError,"invalid syntax (<unknown>, line 4)",,,,,,,,,,,,,,,,,,1,1,1,1,False,SyntaxError,"invalid syntax (<unknown>, line 4)"
mbpp,monolithic,MBPP/744,run-9da7f070,1771799396.282933,humaneval_monolithic,monolithic,0,,0,Monolithic,793,7.578911,,,,,,,,,,,,,,,,,,,,1,1,1,1,True,,
mbpp,monolithic,MBPP/131,run-9da7f070,1771799407.592228,humaneval_monolithic,monolithic,0,,0,Monolithic,1237,11.264092,SyntaxError,"invalid syntax (<unknown>, line 13)",,,,,,,,,,,,,,,,,,1,1,1,1,False,SyntaxError,"invalid syntax (<unknown>, line 13)"
mbpp,monolithic,MBPP/796,run-9da7f070,1771799413.885678,humaneval_monolithic,monolithic,0,,0,Monolithic,755,6.248527,,,,,,,,,,,,,,,,,,,,1,1,1,1,True,,
mbpp,monolithic,MBPP/557,run-9da7f070,1771799424.524335,humaneval_monolithic,monolithic,0,,0,Monolithic,1077,10.596382,,,,,,,,,,,,,,,,,,,,1,1,1,1,True,,
mbpp,monolithic,MBPP/89,run-9da7f070,1771799430.075989,humaneval_monolithic,monolithic,0,,0,Monolithic,691,5.489564,,,,,,,,,,,,,,,,,,,,1,1,1,1,True,,
mbpp,monolithic,MBPP/287,run-9da7f070,1771799431.952575,humaneval_monolithic,monolithic,0,,0,Monolithic,495,1.830342,,,,,,,,,,,,,,,,,,,,1,1,1,1,True,,
mbpp,monolithic,MBPP/172,run-9da7f070,1771799444.309687,humaneval_monolithic,monolithic,0,,0,Monolithic,1198,12.309087,,,,,,,,,,,,,,,,,,,,1,1,1,1,True,,
mbpp,monolithic,MBPP/428,run-9da7f070,1771799458.549149,humaneval_monolithic,monolithic,0,,0,Monolithic,1439,14.195133,,,,,,,,,,,,,,,,,,,,1,1,1,1,True,,
mbpp,monolithic,MBPP/724,run-9da7f070,1771799470.125993,humaneval_monolithic,monolithic,0,,0,Monolithic,1213,11.525678,SyntaxError,"invalid syntax (<unknown>, line 7)",,,,,,,,,,,,,,,,,,1,1,1,1,False,SyntaxError,"invalid syntax (<unknown>, line 7)"
mbpp,monolithic,MBPP/722,run-9da7f070,1771799481.994154,humaneval_monolithic,monolithic,0,,0,Monolithic,1174,11.804918,,,,,,,,,,,,,,,,,,,,1,1,1,1,True,,
mbpp,monolithic,MBPP/282,run-9da7f070,1771799490.316021,humaneval_monolithic,monolithic,0,,0,Monolithic,907,8.271739,,,,,,,,,,,,,,,,,,,,1,1,1,1,True,,
mbpp,monolithic,MBPP/730,run-9da7f070,1771799498.527376,humaneval_monolithic,monolithic,0,,0,Monolithic,1015,8.158721,,,,,,,,,,,,,,,,,,,,1,1,1,1,True,,
mbpp,monolithic,MBPP/103,run-9da7f070,1771799502.085145,humaneval_monolithic,monolithic,0,,0,Monolithic,635,3.504075,,,,,,,,,,,,,,,,,,,,1,1,1,1,True,,
mbpp,monolithic,MBPP/425,run-9da7f070,1771799512.544429,humaneval_monolithic,monolithic,0,,0,Monolithic,1140,10.412168,,,,,,,,,,,,,,,,,,,,1,1,1,1,True,,
mbpp,monolithic,MBPP/433,run-9da7f070,1771799521.502328,humaneval_monolithic,monolithic,0,,0,Monolithic,955,8.912993,,,,,,,,,,,,,,,,,,,,1,1,1,1,True,,
mbpp,monolithic,MBPP/234,run-9da7f070,1771799527.93974,humaneval_monolithic,monolithic,0,,0,Monolithic,793,6.423977,,,,,,,,,,,,,,,,,,,,1,1,1,1,True,,
mbpp,monolithic,MBPP/62,run-9da7f070,1771799536.062601,humaneval_monolithic,monolithic,0,,0,Monolithic,975,8.105198,,,,,,,,,,,,,,,,,,,,1,1,1,1,True,,
mbpp,monolithic,MBPP/106,run-9da7f070,1771799542.733954,humaneval_monolithic,monolithic,0,,0,Monolithic,846,6.652628,,,,,,,,,,,,,,,,,,,,1,1,1,1,True,,
mbpp,monolithic,MBPP/606,run-9da7f070,1771799549.649658,humaneval_monolithic,monolithic,0,,0,Monolithic,857,6.902217,,,,,,,,,,,,,,,,,,,,1,1,1,1,True,,
mbpp,monolithic,MBPP/145,run-9da7f070,1771799558.455926,humaneval_monolithic,monolithic,0,,0,Monolithic,977,8.760827,SyntaxError,"invalid syntax (<unknown>, line 8)",,,,,,,,,,,,,,,,,,1,1,1,1,False,SyntaxError,"invalid syntax (<unknown>, line 8)"
mbpp,monolithic,MBPP/476,run-9da7f070,1771799559.888438,humaneval_monolithic,monolithic,0,,0,Monolithic,459,1.386505,,,,,,,,,,,,,,,,,,,,1,1,1,1,True,,
mbpp,monolithic,MBPP/311,run-9da7f070,1771799575.208652,humaneval_monolithic,monolithic,0,,0,Monolithic,1541,15.29932,SyntaxError,"invalid character '✓' (U+2713) (<unknown>, line 19)",,,,,,,,,,,,,,,,,,1,1,1,1,False,SyntaxError,"invalid character '✓' (U+2713) (<unknown>, line 19)"
mbpp,monolithic,MBPP/434,run-9da7f070,1771799584.712699,humaneval_monolithic,monolithic,0,,0,Monolithic,928,9.492086,,,,,,,,,,,,,,,,,,,,1,1,1,1,True,,
mbpp,monolithic,MBPP/249,run-9da7f070,1771799595.107216,humaneval_monolithic,monolithic,0,,0,Monolithic,1105,10.37914,SyntaxError,"invalid syntax (<unknown>, line 6)",,,,,,,,,,,,,,,,,,1,1,1,1,False,SyntaxError,"invalid syntax (<unknown>, line 6)"
mbpp,monolithic,MBPP/102,run-9da7f070,1771799605.135141,humaneval_monolithic,monolithic,0,,0,Monolithic,1121,9.980621,,,,,,,,,,,,,,,,,,,,1,1,1,1,False,AssertionError,AssertionError:
mbpp,monolithic,MBPP/641,run-9da7f070,1771799612.187916,humaneval_monolithic,monolithic,0,,0,Monolithic,866,7.011036,,,,,,,,,,,,,,,,,,,,1,1,1,1,True,,
mbpp,monolithic,MBPP/252,run-9da7f070,1771799614.476898,humaneval_monolithic,monolithic,0,,0,Monolithic,483,2.231087,,,,,,,,,,,,,,,,,,,,1,1,1,1,False,TypeError,TypeError: 'int' object is not iterable
mbpp,monolithic,MBPP/123,run-9da7f070,1771799636.574054,humaneval_monolithic,monolithic,0,,0,Monolithic,1853,22.053678,SyntaxError,"invalid character '═' (U+2550) (<unknown>, line 23)",,,,,,,,,,,,,,,,,,1,1,1,1,False,SyntaxError,"invalid character '═' (U+2550) (<unknown>, line 23)"
mbpp,monolithic,MBPP/588,run-9da7f070,1771799645.229102,humaneval_monolithic,monolithic,0,,0,Monolithic,942,8.61106,SyntaxError,"invalid character '✓' (U+2713) (<unknown>, line 11)",,,,,,,,,,,,,,,,,,1,1,1,1,False,SyntaxError,"invalid character '✓' (U+2713) (<unknown>, line 11)"
mbpp,monolithic,MBPP/411,run-9da7f070,1771799658.286964,humaneval_monolithic,monolithic,0,,0,Monolithic,1350,13.010885,,,,,,,,,,,,,,,,,,,,1,1,1,1,False,AssertionError,AssertionError:
mbpp,monolithic,MBPP/586,run-9da7f070,1771799669.107153,humaneval_monolithic,monolithic,0,,0,Monolithic,1245,10.77812,,,,,,,,,,,,,,,,,,,,1,1,1,1,True,,
mbpp,monolithic,MBPP/760,run-9da7f070,1771799679.527848,humaneval_monolithic,monolithic,0,,0,Monolithic,1139,10.374547,SyntaxError,"invalid syntax (<unknown>, line 10)",,,,,,,,,,,,,,,,,,1,1,1,1,False,SyntaxError,"invalid syntax (<unknown>, line 10)"
mbpp,monolithic,MBPP/309,run-9da7f070,1771799689.35239,humaneval_monolithic,monolithic,0,,0,Monolithic,1058,9.787319,SyntaxError,"invalid character '═' (U+2550) (<unknown>, line 7)",,,,,,,,,,,,,,,,,,1,1,1,1,False,SyntaxError,"invalid character '═' (U+2550) (<unknown>, line 7)"
mbpp,monolithic,MBPP/721,run-9da7f070,1771799705.948217,humaneval_monolithic,monolithic,0,,0,Monolithic,1729,16.552508,,,,,,,,,,,,,,,,,,,,1,1,1,1,True,,
mbpp,monolithic,MBPP/166,run-9da7f070,1771799708.280498,humaneval_monolithic,monolithic,0,,0,Monolithic,524,2.265176,,,,,,,,,,,,,,,,,,,,1,1,1,1,True,,
mbpp,monolithic,MBPP/735,run-9da7f070,1771799718.762511,humaneval_monolithic,monolithic,0,,0,Monolithic,1165,10.436471,,,,,,,,,,,,,,,,,,,,1,1,1,1,False,NameError,NameError: name 'toggle_middle_bits' is not defined
mbpp,monolithic,MBPP/763,run-9da7f070,1771799729.690511,humaneval_monolithic,monolithic,0,,0,Monolithic,1187,10.895797,,,,,,,,,,,,,,,,,,,,1,1,1,1,True,,
mbpp,monolithic,MBPP/780,run-9da7f070,1771799741.539199,humaneval_monolithic,monolithic,0,,0,Monolithic,1195,11.805315,,,,,,,,,,,,,,,,,,,,1,1,1,1,True,,
mbpp,monolithic,MBPP/279,run-9da7f070,1771799748.217217,humaneval_monolithic,monolithic,0,,0,Monolithic,799,6.6502,,,,,,,,,,,,,,,,,,,,1,1,1,1,True,,
mbpp,monolithic,MBPP/631,run-9da7f070,1771799756.656479,humaneval_monolithic,monolithic,0,,0,Monolithic,877,8.385313,,,,,,,,,,,,,,,,,,,,1,1,1,1,True,,
mbpp,monolithic,MBPP/286,run-9da7f070,1771799774.8279,humaneval_monolithic,monolithic,0,,0,Monolithic,1654,18.132926,,,,,,,,,,,,,,,,,,,,1,1,1,1,True,,
mbpp,monolithic,MBPP/20,run-9da7f070,1771799784.637117,humaneval_monolithic,monolithic,0,,0,Monolithic,1067,9.774988,,,,,,,,,,,,,,,,,,,,1,1,1,1,True,,
mbpp,monolithic,MBPP/751,run-9da7f070,1771799796.260892,humaneval_monolithic,monolithic,0,,0,Monolithic,1224,11.585244,,,,,,,,,,,,,,,,,,,,1,1,1,1,False,NameError,NameError: name 'check_min_heap' is not defined
mbpp,monolithic,MBPP/478,run-9da7f070,1771799804.301618,humaneval_monolithic,monolithic,0,,0,Monolithic,822,7.991502,,,,,,,,,,,,,,,,,,,,1,1,1,1,True,,
mbpp,monolithic,MBPP/436,run-9da7f070,1771799812.260117,humaneval_monolithic,monolithic,0,,0,Monolithic,802,7.90837,,,,,,,,,,,,,,,,,,,,1,1,1,1,True,,
mbpp,monolithic,MBPP/738,run-9da7f070,1771799819.632299,humaneval_monolithic,monolithic,0,,0,Monolithic,926,7.324551,,,,,,,,,,,,,,,,,,,,1,1,1,1,False,AssertionError,AssertionError:
mbpp,monolithic,MBPP/461,run-9da7f070,1771799829.855828,humaneval_monolithic,monolithic,0,,0,Monolithic,978,10.175132,,,,,,,,,,,,,,,,,,,,1,1,1,1,False,AssertionError,AssertionError:
mbpp,monolithic,MBPP/228,run-9da7f070,1771799842.838552,humaneval_monolithic,monolithic,0,,0,Monolithic,1295,12.934237,,,,,,,,,,,,,,,,,,,,1,1,1,1,True,,
mbpp,monolithic,MBPP/256,run-9da7f070,1771799854.975752,humaneval_monolithic,monolithic,0,,0,Monolithic,1385,12.093014,SyntaxError,"invalid syntax (<unknown>, line 13)",,,,,,,,,,,,,,,,,,1,1,1,1,False,SyntaxError,"invalid syntax (<unknown>, line 13)"
mbpp,monolithic,MBPP/799,run-9da7f070,1771799868.368333,humaneval_monolithic,monolithic,0,,0,Monolithic,1307,13.347901,,,,,,,,,,,,,,,,,,,,1,1,1,1,True,,
mbpp,monolithic,MBPP/444,run-9da7f070,1771799879.198247,humaneval_monolithic,monolithic,0,,0,Monolithic,1042,10.782943,,,,,,,,,,,,,,,,,,,,1,1,1,1,False,AssertionError,AssertionError:
mbpp,monolithic,MBPP/638,run-9da7f070,1771799888.5792,humaneval_monolithic,monolithic,0,,0,Monolithic,1032,9.334649,,,,,,,,,,,,,,,,,,,,1,1,1,1,False,AssertionError,AssertionError:
mbpp,monolithic,MBPP/757,run-9da7f070,1771799901.372225,humaneval_monolithic,monolithic,0,,0,Monolithic,1248,12.749063,,,,,,,,,,,,,,,,,,,,1,1,1,1,True,,
mbpp,monolithic,MBPP/299,run-9da7f070,1771799911.722631,humaneval_monolithic,monolithic,0,,0,Monolithic,953,10.299045,,,,,,,,,,,,,,,,,,,,1,1,1,1,False,TypeError,TypeError: unsupported operand type(s) for +: 'int' and 'str'
mbpp,monolithic,MBPP/240,run-9da7f070,1771799919.175069,humaneval_monolithic,monolithic,0,,0,Monolithic,916,7.405033,,,,,,,,,,,,,,,,,,,,1,1,1,1,True,,
mbpp,monolithic,MBPP/170,run-9da7f070,1771799936.409064,humaneval_monolithic,monolithic,0,,0,Monolithic,1646,17.202925,SyntaxError,"invalid character '═' (U+2550) (<unknown>, line 6)",,,,,,,,,,,,,,,,,,1,1,1,1,False,SyntaxError,"invalid character '═' (U+2550) (<unknown>, line 6)"
mbpp,monolithic,MBPP/96,run-9da7f070,1771799938.821267,humaneval_monolithic,monolithic,0,,0,Monolithic,528,2.364829,,,,,,,,,,,,,,,,,,,,1,1,1,1,True,,
mbpp,monolithic,MBPP/784,run-9da7f070,1771799949.159324,humaneval_monolithic,monolithic,0,,0,Monolithic,1084,10.303995,,,,,,,,,,,,,,,,,,,,1,1,1,1,True,,
mbpp,monolithic,MBPP/762,run-9da7f070,1771799957.014745,humaneval_monolithic,monolithic,0,,0,Monolithic,1010,7.808694,,,,,,,,,,,,,,,,,,,,1,1,1,1,True,,
mbpp,monolithic,MBPP/308,run-9da7f070,1771799968.210071,humaneval_monolithic,monolithic,0,,0,Monolithic,1110,11.151358,,,,,,,,,,,,,,,,,,,,1,1,1,1,True,,
mbpp,monolithic,MBPP/72,run-9da7f070,1771799980.618097,humaneval_monolithic,monolithic,0,,0,Monolithic,1305,12.367235,,,,,,,,,,,,,,,,,,,,1,1,1,1,True,,
mbpp,monolithic,MBPP/614,run-9da7f070,1771799989.708635,humaneval_monolithic,monolithic,0,,0,Monolithic,951,9.044071,,,,,,,,,,,,,,,,,,,,1,1,1,1,True,,
mbpp,monolithic,MBPP/750,run-9da7f070,1771799996.213717,humaneval_monolithic,monolithic,0,,0,Monolithic,858,6.471467,,,,,,,,,,,,,,,,,,,,1,1,1,1,False,AssertionError,AssertionError:
mbpp,monolithic,MBPP/442,run-9da7f070,1771800005.666619,humaneval_monolithic,monolithic,0,,0,Monolithic,1045,9.407388,SyntaxError,"invalid syntax (<unknown>, line 7)",,,,,,,,,,,,,,,,,,1,1,1,1,False,SyntaxError,"invalid syntax (<unknown>, line 7)"
mbpp,monolithic,MBPP/261,run-9da7f070,1771800018.742153,humaneval_monolithic,monolithic,0,,0,Monolithic,1263,13.043046,SyntaxError,"invalid syntax (<unknown>, line 4)",,,,,,,,,,,,,,,,,,1,1,1,1,False,SyntaxError,"invalid syntax (<unknown>, line 4)"
mbpp,monolithic,MBPP/58,run-9da7f070,1771800027.566149,humaneval_monolithic,monolithic,0,,0,Monolithic,1016,8.77778,,,,,,,,,,,,,,,,,,,,1,1,1,1,True,,
mbpp,monolithic,MBPP/749,run-9da7f070,1771800036.943026,humaneval_monolithic,monolithic,0,,0,Monolithic,1095,9.330996,,,,,,,,,,,,,,,,,,,,1,1,1,1,False,AssertionError,AssertionError:
mbpp,monolithic,MBPP/392,run-9da7f070,1771800050.319468,humaneval_monolithic,monolithic,0,,0,Monolithic,1372,13.321196,,,,,,,,,,,,,,,,,,,,1,1,1,1,True,,
mbpp,monolithic,MBPP/82,run-9da7f070,1771800058.940142,humaneval_monolithic,monolithic,0,,0,Monolithic,861,8.57192,,,,,,,,,,,,,,,,,,,,1,1,1,1,True,,
mbpp,monolithic,MBPP/608,run-9da7f070,1771800070.130295,humaneval_monolithic,monolithic,0,,0,Monolithic,1230,11.147287,,,,,,,,,,,,,,,,,,,,1,1,1,1,True,,
mbpp,monolithic,MBPP/578,run-9da7f070,1771800080.631139,humaneval_monolithic,monolithic,0,,0,Monolithic,1140,10.45653,SyntaxError,"invalid syntax (<unknown>, line 9)",,,,,,,,,,,,,,,,,,1,1,1,1,False,SyntaxError,"invalid syntax (<unknown>, line 9)"
mbpp,monolithic,MBPP/454,run-9da7f070,1771800088.923731,humaneval_monolithic,monolithic,0,,0,Monolithic,901,8.248494,,,,,,,,,,,,,,,,,,,,1,1,1,1,True,,
mbpp,monolithic,MBPP/223,run-9da7f070,1771800097.740017,humaneval_monolithic,monolithic,0,,0,Monolithic,1014,8.775311,,,,,,,,,,,,,,,,,,,,1,1,1,1,True,,
mbpp,monolithic,MBPP/412,run-9da7f070,1771800104.704477,humaneval_monolithic,monolithic,0,,0,Monolithic,791,6.919936,,,,,,,,,,,,,,,,,,,,1,1,1,1,True,,
mbpp,monolithic,MBPP/754,run-9da7f070,1771800114.837458,humaneval_monolithic,monolithic,0,,0,Monolithic,1225,10.096778,,,,,,,,,,,,,,,,,,,,1,1,1,1,True,,
mbpp,monolithic,MBPP/782,run-9da7f070,1771800126.43829,humaneval_monolithic,monolithic,0,,0,Monolithic,1324,11.554466,,,,,,,,,,,,,,,,,,,,1,1,1,1,True,,
mbpp,monolithic,MBPP/759,run-9da7f070,1771800130.706911,humaneval_monolithic,monolithic,0,,0,Monolithic,685,4.230687,,,,,,,,,,,,,,,,,,,,1,1,1,1,True,,
mbpp,monolithic,MBPP/610,run-9da7f070,1771800140.869467,humaneval_monolithic,monolithic,0,,0,Monolithic,1163,10.115149,SyntaxError,"invalid syntax (<unknown>, line 6)",,,,,,,,,,,,,,,,,,1,1,1,1,False,SyntaxError,"invalid syntax (<unknown>, line 6)"
mbpp,monolithic,MBPP/95,run-9da7f070,1771800148.236666,humaneval_monolithic,monolithic,0,,0,Monolithic,811,7.322023,,,,,,,,,,,,,,,,,,,,1,1,1,1,True,,
mbpp,monolithic,MBPP/720,run-9da7f070,1771800156.643692,humaneval_monolithic,monolithic,0,,0,Monolithic,902,8.362748,,,,,,,,,,,,,,,,,,,,1,1,1,1,True,,
mbpp,monolithic,MBPP/265,run-9da7f070,1771800167.490557,humaneval_monolithic,monolithic,0,,0,Monolithic,1161,10.808718,SyntaxError,"invalid syntax (<unknown>, line 7)",,,,,,,,,,,,,,,,,,1,1,1,1,False,SyntaxError,"invalid syntax (<unknown>, line 7)"
mbpp,monolithic,MBPP/593,run-9da7f070,1771800178.634034,humaneval_monolithic,monolithic,0,,0,Monolithic,1154,11.09902,,,,,,,,,,,,,,,,,,,,1,1,1,1,True,,
mbpp,monolithic,MBPP/141,run-9da7f070,1771800193.446273,humaneval_monolithic,monolithic,0,,0,Monolithic,1358,14.762058,,,,,,,,,,,,,,,,,,,,1,1,1,1,True,,
mbpp,monolithic,MBPP/306,run-9da7f070,1771800211.454007,humaneval_monolithic,monolithic,0,,0,Monolithic,1579,17.966923,,,,,,,,,,,,,,,,,,,,1,1,1,1,True,,
mbpp,monolithic,MBPP/262,run-9da7f070,1771800223.502141,humaneval_monolithic,monolithic,0,,0,Monolithic,1355,12.003029,SyntaxError,"invalid syntax (<unknown>, line 6)",,,,,,,,,,,,,,,,,,1,1,1,1,False,SyntaxError,"invalid syntax (<unknown>, line 6)"
