dataset,strategy,task_id,expected_task_count,artifact_source,artifact_found,model,passed,error_type,canonical_parse_error,artifact_parse_error,canonical_char_count,artifact_char_count,canonical_line_count,artifact_line_count,canonical_nonempty_line_count,artifact_nonempty_line_count,canonical_parse_ok,artifact_parse_ok,canonical_ast_node_count,artifact_ast_node_count,canonical_function_count,artifact_function_count,canonical_branch_count,artifact_branch_count,canonical_loop_count,artifact_loop_count,canonical_call_count,artifact_call_count,canonical_comprehension_count,artifact_comprehension_count,canonical_return_count,artifact_return_count,canonical_max_control_nesting_depth,artifact_max_control_nesting_depth,canonical_cyclomatic_proxy,artifact_cyclomatic_proxy,lexical_cosine_similarity,token_cosine_similarity,line_count_delta,nonempty_line_count_delta,ast_node_count_delta,branch_count_delta,loop_count_delta,call_count_delta,max_control_nesting_depth_delta,cyclomatic_proxy_delta,line_count_ratio,ast_node_count_ratio,cyclomatic_proxy_ratio
bigcodebench,agentic_no_planner,BigCodeBench/107,200,predictions_executable,1,anthropic/claude-sonnet-4.5,True,,,,897,2069,20,54,19,46,1,1,190,194,2,2,2,2,1,1,14,14,1,1,1,1,2,2,5,4,0.7555637252576106,0.9485797489532766,34,27,4,0,0,0,0,-1,2.7,1.0210526315789474,0.8
bigcodebench,agentic_no_planner,BigCodeBench/1071,200,predictions_executable,1,anthropic/claude-sonnet-4.5,False,AssertionError,,,414,1973,14,53,13,47,1,1,92,122,1,1,0,1,1,1,7,9,0,0,1,1,1,2,2,3,0.4754409702588511,0.962719248376095,39,34,30,1,0,2,1,1,3.7857142857142856,1.326086956521739,1.5
bigcodebench,agentic_no_planner,BigCodeBench/1086,200,,0,,,,,empty,336,0,10,0,9,0,1,0,79,,1,,0,,2,,5,,2,,1,,1,,3,,,,-10,-9,,,,,,,0.0,,
bigcodebench,agentic_no_planner,BigCodeBench/1095,200,predictions_executable,1,anthropic/claude-sonnet-4.5,False,AssertionError,,,546,1519,13,40,12,34,1,1,104,115,1,1,0,1,3,3,7,7,2,1,1,1,2,3,4,6,0.5605192397962965,0.9124657831746843,27,22,11,1,0,0,1,2,3.076923076923077,1.1057692307692308,1.5
bigcodebench,agentic_no_planner,BigCodeBench/11,200,,0,,,,,empty,448,0,13,0,12,0,1,0,116,,1,,0,,2,,10,,2,,1,,1,,3,,,,-13,-12,,,,,,,0.0,,
bigcodebench,agentic_no_planner,BigCodeBench/1101,200,,0,,,,,empty,409,0,14,0,13,0,1,0,89,,1,,0,,1,,6,,0,,1,,1,,2,,,,-14,-13,,,,,,,0.0,,
bigcodebench,agentic_no_planner,BigCodeBench/1115,200,,0,,,,,empty,346,0,10,0,9,0,1,0,71,,1,,0,,3,,6,,1,,1,,3,,4,,,,-10,-9,,,,,,,0.0,,
bigcodebench,agentic_no_planner,BigCodeBench/1119,200,,0,,,,,empty,488,0,12,0,11,0,1,0,101,,1,,0,,1,,8,,1,,1,,1,,2,,,,-12,-11,,,,,,,0.0,,
bigcodebench,agentic_no_planner,BigCodeBench/1120,200,,0,,,,,empty,399,0,13,0,12,0,1,0,83,,1,,0,,1,,4,,0,,1,,1,,2,,,,-13,-12,,,,,,,0.0,,
bigcodebench,agentic_no_planner,BigCodeBench/1127,200,predictions_executable,1,anthropic/claude-sonnet-4.5,False,AssertionError,,,493,1391,16,42,15,37,1,1,108,157,1,2,2,1,1,3,10,11,0,1,1,1,2,3,5,5,0.5132801912839896,0.8559001242863207,26,22,49,-1,2,1,1,0,2.625,1.4537037037037037,1.0
bigcodebench,agentic_no_planner,BigCodeBench/117,200,,0,,,,,empty,869,0,21,0,20,0,1,0,195,,1,,1,,1,,10,,0,,1,,1,,5,,,,-21,-20,,,,,,,0.0,,
bigcodebench,agentic_no_planner,BigCodeBench/119,200,,0,,,,,empty,252,0,13,0,12,0,1,0,78,,1,,0,,0,,8,,0,,0,,0,,1,,,,-13,-12,,,,,,,0.0,,
bigcodebench,agentic_no_planner,BigCodeBench/12,200,predictions_executable,1,anthropic/claude-sonnet-4.5,False,AssertionError,,,771,2587,21,66,20,60,1,1,147,274,1,1,2,7,0,0,11,21,0,0,1,1,1,4,3,9,0.5380074762994334,0.8923453297086194,45,40,127,5,0,10,3,6,3.142857142857143,1.8639455782312926,3.0
bigcodebench,agentic_no_planner,BigCodeBench/121,200,,0,,,,,empty,753,0,19,0,18,0,1,0,163,,1,,2,,1,,12,,0,,1,,1,,4,,,,-19,-18,,,,,,,0.0,,
bigcodebench,agentic_no_planner,BigCodeBench/145,200,,0,,,,,empty,376,0,11,0,10,0,1,0,70,,1,,0,,1,,6,,0,,1,,1,,2,,,,-11,-10,,,,,,,0.0,,
bigcodebench,agentic_no_planner,BigCodeBench/148,200,,0,,,,,empty,228,0,7,0,6,0,1,0,46,,1,,0,,0,,2,,0,,1,,0,,1,,,,-7,-6,,,,,,,0.0,,
bigcodebench,agentic_no_planner,BigCodeBench/149,200,predictions_executable,1,anthropic/claude-sonnet-4.5,True,,,,509,1283,14,35,13,29,1,1,100,72,2,1,2,1,0,1,6,5,0,1,1,1,1,1,3,3,0.5131791098112016,0.8633919872292437,21,16,-28,-1,1,-1,0,0,2.5,0.72,1.0
bigcodebench,agentic_no_planner,BigCodeBench/153,200,,0,,,,,empty,225,0,8,0,7,0,1,0,42,,1,,0,,0,,3,,0,,1,,0,,1,,,,-8,-7,,,,,,,0.0,,
bigcodebench,agentic_no_planner,BigCodeBench/157,200,predictions_executable,1,anthropic/claude-sonnet-4.5,False,AssertionError,,,362,1380,11,42,10,36,1,1,86,110,1,1,1,3,0,0,6,9,0,0,1,1,1,1,3,4,0.743512170738636,0.9449832004479867,31,26,24,2,0,3,0,1,3.8181818181818183,1.2790697674418605,1.3333333333333333
bigcodebench,agentic_no_planner,BigCodeBench/160,200,,0,,,,,empty,505,0,16,0,15,0,1,0,122,,1,,2,,0,,6,,0,,1,,1,,3,,,,-16,-15,,,,,,,0.0,,
bigcodebench,agentic_no_planner,BigCodeBench/164,200,,0,,,,,empty,412,0,11,0,10,0,1,0,108,,1,,0,,1,,6,,1,,1,,1,,2,,,,-11,-10,,,,,,,0.0,,
bigcodebench,agentic_no_planner,BigCodeBench/17,200,predictions_executable,1,anthropic/claude-sonnet-4.5,False,AssertionError,,,558,1508,16,46,15,41,1,1,104,130,1,1,2,4,2,1,9,5,1,0,2,2,3,3,5,7,0.7032454141721171,0.894098062620331,30,26,26,2,-1,-4,0,2,2.875,1.25,1.4
bigcodebench,agentic_no_planner,BigCodeBench/171,200,,0,,,,,empty,576,0,12,0,11,0,1,0,121,,1,,0,,2,,7,,2,,1,,1,,3,,,,-12,-11,,,,,,,0.0,,
bigcodebench,agentic_no_planner,BigCodeBench/193,200,,0,,,,,empty,1263,0,23,0,22,0,1,0,392,,1,,6,,7,,40,,6,,1,,8,,14,,,,-23,-22,,,,,,,0.0,,
bigcodebench,agentic_no_planner,BigCodeBench/200,200,predictions_executable,1,anthropic/claude-sonnet-4.5,False,TimeoutError,,,470,1347,17,45,16,40,1,1,120,139,1,1,1,0,2,2,8,12,2,2,2,1,1,1,4,3,0.7025726998273972,0.9124272054914923,28,24,19,-1,0,4,0,-1,2.6470588235294117,1.1583333333333334,0.75
bigcodebench,agentic_no_planner,BigCodeBench/211,200,,0,,,,,empty,582,0,16,0,15,0,1,0,117,,1,,1,,0,,8,,0,,1,,1,,2,,,,-16,-15,,,,,,,0.0,,
bigcodebench,agentic_no_planner,BigCodeBench/212,200,,0,,,,,empty,497,0,17,0,16,0,1,0,127,,1,,0,,0,,10,,0,,1,,0,,1,,,,-17,-16,,,,,,,0.0,,
bigcodebench,agentic_no_planner,BigCodeBench/213,200,predictions_executable,1,anthropic/claude-sonnet-4.5,True,,,,566,1385,21,43,20,38,1,1,124,142,1,1,1,0,1,1,12,14,0,0,1,1,2,1,3,2,0.6961225627369615,0.9464120159077887,22,18,18,-1,0,2,-1,-1,2.0476190476190474,1.1451612903225807,0.6666666666666666
bigcodebench,agentic_no_planner,BigCodeBench/22,200,predictions_executable,1,anthropic/claude-sonnet-4.5,True,,,,288,1398,9,42,8,37,1,1,63,86,1,1,0,2,2,1,3,5,1,0,1,1,1,2,3,4,0.5430471634485259,0.8623619869279867,33,29,23,2,-1,2,1,1,4.666666666666667,1.3650793650793651,1.3333333333333333
bigcodebench,agentic_no_planner,BigCodeBench/226,200,,0,,,,,empty,477,0,15,0,14,0,1,0,130,,1,,0,,3,,8,,2,,1,,1,,4,,,,-15,-14,,,,,,,0.0,,
bigcodebench,agentic_no_planner,BigCodeBench/231,200,,0,,,,,empty,821,0,30,0,27,0,1,0,213,,2,,1,,1,,13,,1,,1,,2,,3,,,,-30,-27,,,,,,,0.0,,
bigcodebench,agentic_no_planner,BigCodeBench/256,200,,0,,,,,empty,746,0,17,0,16,0,1,0,130,,1,,2,,1,,13,,1,,1,,1,,4,,,,-17,-16,,,,,,,0.0,,
bigcodebench,agentic_no_planner,BigCodeBench/261,200,,0,,,,,empty,393,0,12,0,11,0,1,0,87,,1,,2,,0,,7,,0,,1,,1,,3,,,,-12,-11,,,,,,,0.0,,
bigcodebench,agentic_no_planner,BigCodeBench/262,200,,0,,,,,empty,429,0,12,0,11,0,1,0,88,,1,,0,,0,,10,,0,,1,,0,,1,,,,-12,-11,,,,,,,0.0,,
bigcodebench,agentic_no_planner,BigCodeBench/263,200,,0,,,,,empty,541,0,15,0,14,0,1,0,132,,1,,1,,2,,8,,0,,1,,3,,5,,,,-15,-14,,,,,,,0.0,,
bigcodebench,agentic_no_planner,BigCodeBench/266,200,,0,,,,,empty,608,0,18,0,17,0,1,0,147,,1,,0,,3,,11,,0,,1,,2,,4,,,,-18,-17,,,,,,,0.0,,
bigcodebench,agentic_no_planner,BigCodeBench/280,200,,0,,,,,empty,524,0,15,0,14,0,1,0,121,,1,,0,,0,,11,,0,,1,,0,,1,,,,-15,-14,,,,,,,0.0,,
bigcodebench,agentic_no_planner,BigCodeBench/282,200,,0,,,,,empty,564,0,18,0,17,0,1,0,137,,1,,1,,1,,10,,0,,1,,1,,3,,,,-18,-17,,,,,,,0.0,,
bigcodebench,agentic_no_planner,BigCodeBench/286,200,,0,,,,,empty,801,0,24,0,23,0,1,0,152,,1,,2,,2,,14,,0,,1,,3,,5,,,,-24,-23,,,,,,,0.0,,
bigcodebench,agentic_no_planner,BigCodeBench/287,200,,0,,,,,empty,566,0,18,0,17,0,1,0,120,,1,,1,,2,,11,,0,,1,,2,,4,,,,-18,-17,,,,,,,0.0,,
bigcodebench,agentic_no_planner,BigCodeBench/297,200,,0,,,,,empty,244,0,7,0,6,0,1,0,46,,1,,0,,1,,4,,1,,1,,1,,2,,,,-7,-6,,,,,,,0.0,,
bigcodebench,agentic_no_planner,BigCodeBench/300,200,,0,,,,,empty,475,0,15,0,14,0,1,0,141,,1,,0,,0,,11,,0,,1,,0,,1,,,,-15,-14,,,,,,,0.0,,
bigcodebench,agentic_no_planner,BigCodeBench/301,200,,0,,,,,empty,631,0,15,0,14,0,1,0,133,,1,,0,,0,,10,,0,,1,,0,,1,,,,-15,-14,,,,,,,0.0,,
bigcodebench,agentic_no_planner,BigCodeBench/304,200,predictions_executable,1,anthropic/claude-sonnet-4.5,True,,,,670,1895,18,46,17,40,1,1,151,115,1,1,1,1,0,0,12,11,0,0,2,2,1,1,2,2,0.6781540962626506,0.9437978482694009,28,23,-36,0,0,-1,0,0,2.5555555555555554,0.7615894039735099,1.0
bigcodebench,agentic_no_planner,BigCodeBench/31,200,,0,,,,,empty,487,0,15,0,14,0,1,0,124,,1,,1,,2,,11,,2,,2,,2,,6,,,,-15,-14,,,,,,,0.0,,
bigcodebench,agentic_no_planner,BigCodeBench/320,200,,0,,,,,empty,362,0,15,0,14,0,1,0,69,,1,,2,,0,,4,,0,,3,,1,,3,,,,-15,-14,,,,,,,0.0,,
bigcodebench,agentic_no_planner,BigCodeBench/322,200,,0,,,,,empty,673,0,21,0,20,0,1,0,118,,1,,2,,0,,7,,0,,3,,1,,3,,,,-21,-20,,,,,,,0.0,,
bigcodebench,agentic_no_planner,BigCodeBench/328,200,predictions_executable,1,anthropic/claude-sonnet-4.5,True,,,,688,1290,21,41,20,34,1,1,161,110,1,1,0,0,3,2,14,7,0,0,1,1,1,1,4,3,0.6487489142396612,0.8690992923555223,20,14,-51,0,-1,-7,0,-1,1.9523809523809523,0.6832298136645962,0.75
bigcodebench,agentic_no_planner,BigCodeBench/33,200,predictions_executable,1,anthropic/claude-sonnet-4.5,True,,,,248,953,8,27,7,22,1,1,49,52,1,2,0,0,1,1,2,2,1,1,1,1,1,1,2,2,0.5043353028095557,0.8542821429703302,19,15,3,0,0,0,0,0,3.375,1.0612244897959184,1.0
bigcodebench,agentic_no_planner,BigCodeBench/335,200,predictions_executable,1,anthropic/claude-sonnet-4.5,False,SyntaxError,,"SyntaxError: unterminated triple-quoted string literal (detected at line 22) (<unknown>, line 3)",533,811,16,22,15,18,1,0,139,,1,,0,,3,,11,,1,,1,,1,,4,,0.6849495194215732,0.8541790620657123,6,3,,,,,,,1.375,,
bigcodebench,agentic_no_planner,BigCodeBench/337,200,,0,,,,,empty,657,0,17,0,16,0,1,0,188,,1,,0,,1,,16,,0,,1,,1,,2,,,,-17,-16,,,,,,,0.0,,
bigcodebench,agentic_no_planner,BigCodeBench/34,200,,0,,,,,empty,402,0,13,0,12,0,1,0,75,,1,,1,,0,,8,,0,,1,,1,,2,,,,-13,-12,,,,,,,0.0,,
bigcodebench,agentic_no_planner,BigCodeBench/344,200,,0,,,,,empty,466,0,14,0,13,0,1,0,87,,1,,2,,0,,7,,0,,2,,1,,3,,,,-14,-13,,,,,,,0.0,,
bigcodebench,agentic_no_planner,BigCodeBench/348,200,,0,,,,,empty,362,0,14,0,13,0,1,0,87,,1,,1,,1,,7,,0,,1,,1,,3,,,,-14,-13,,,,,,,0.0,,
bigcodebench,agentic_no_planner,BigCodeBench/355,200,,0,,,,,empty,574,0,17,0,16,0,1,0,148,,1,,0,,0,,11,,0,,1,,0,,1,,,,-17,-16,,,,,,,0.0,,
bigcodebench,agentic_no_planner,BigCodeBench/360,200,,0,,,,,empty,754,0,23,0,22,0,1,0,166,,1,,2,,1,,11,,0,,1,,1,,4,,,,-23,-22,,,,,,,0.0,,
bigcodebench,agentic_no_planner,BigCodeBench/361,200,,0,,,,,empty,856,0,18,0,17,0,1,0,125,,1,,1,,0,,11,,0,,1,,1,,2,,,,-18,-17,,,,,,,0.0,,
bigcodebench,agentic_no_planner,BigCodeBench/363,200,,0,,,,,empty,452,0,12,0,10,0,1,0,95,,2,,1,,2,,7,,2,,2,,2,,5,,,,-12,-10,,,,,,,0.0,,
bigcodebench,agentic_no_planner,BigCodeBench/364,200,,0,,,,,empty,530,0,15,0,14,0,1,0,110,,1,,1,,1,,7,,1,,1,,1,,3,,,,-15,-14,,,,,,,0.0,,
bigcodebench,agentic_no_planner,BigCodeBench/365,200,,0,,,,,empty,477,0,15,0,14,0,1,0,108,,1,,1,,0,,8,,0,,1,,1,,3,,,,-15,-14,,,,,,,0.0,,
bigcodebench,agentic_no_planner,BigCodeBench/37,200,predictions_executable,1,anthropic/claude-sonnet-4.5,False,AssertionError,,,628,1408,16,38,15,33,1,1,126,16,1,1,0,0,0,0,10,0,0,0,1,0,0,0,1,1,0.33532289028570417,0.5220368976638744,22,18,-110,0,0,-10,0,0,2.375,0.12698412698412698,1.0
bigcodebench,agentic_no_planner,BigCodeBench/375,200,predictions_executable,1,anthropic/claude-sonnet-4.5,True,,,,433,406,13,12,12,11,1,1,94,84,1,1,0,0,0,0,8,7,0,0,1,1,0,0,1,1,0.7172636782885041,0.9110874169504218,-1,-1,-10,0,0,-1,0,0,0.9230769230769231,0.8936170212765957,1.0
bigcodebench,agentic_no_planner,BigCodeBench/379,200,,0,,,,,empty,253,0,8,0,7,0,1,0,56,,1,,0,,0,,3,,0,,1,,0,,1,,,,-8,-7,,,,,,,0.0,,
bigcodebench,agentic_no_planner,BigCodeBench/381,200,,0,,,,,empty,870,0,22,0,21,0,1,0,168,,1,,2,,0,,11,,0,,1,,1,,3,,,,-22,-21,,,,,,,0.0,,
bigcodebench,agentic_no_planner,BigCodeBench/384,200,predictions_executable,1,anthropic/claude-sonnet-4.5,True,,,,710,2415,15,52,14,46,1,1,162,126,1,1,2,2,3,2,10,5,2,0,1,1,2,3,8,5,0.5562357317976722,0.8653461684084496,37,32,-36,0,-1,-5,1,-3,3.466666666666667,0.7777777777777778,0.625
bigcodebench,agentic_no_planner,BigCodeBench/390,200,,0,,,,,empty,458,0,13,0,12,0,1,0,82,,1,,1,,0,,6,,0,,1,,1,,3,,,,-13,-12,,,,,,,0.0,,
bigcodebench,agentic_no_planner,BigCodeBench/396,200,,0,,,,,empty,482,0,15,0,14,0,1,0,111,,1,,1,,0,,10,,0,,1,,1,,2,,,,-15,-14,,,,,,,0.0,,
bigcodebench,agentic_no_planner,BigCodeBench/398,200,,0,,,,,empty,341,0,12,0,11,0,1,0,76,,1,,2,,1,,6,,1,,3,,1,,5,,,,-12,-11,,,,,,,0.0,,
bigcodebench,agentic_no_planner,BigCodeBench/4,200,,0,,,,,empty,163,0,6,0,5,0,1,0,32,,1,,0,,0,,4,,0,,1,,0,,1,,,,-6,-5,,,,,,,0.0,,
bigcodebench,agentic_no_planner,BigCodeBench/400,200,,0,,,,,empty,446,0,15,0,14,0,1,0,84,,1,,2,,1,,5,,0,,1,,3,,4,,,,-15,-14,,,,,,,0.0,,
bigcodebench,agentic_no_planner,BigCodeBench/402,200,,0,,,,,empty,437,0,15,0,14,0,1,0,100,,1,,0,,1,,8,,1,,1,,1,,2,,,,-15,-14,,,,,,,0.0,,
bigcodebench,agentic_no_planner,BigCodeBench/403,200,,0,,,,,empty,462,0,13,0,12,0,1,0,106,,1,,1,,0,,10,,0,,1,,1,,2,,,,-13,-12,,,,,,,0.0,,
bigcodebench,agentic_no_planner,BigCodeBench/411,200,,0,,,,,empty,329,0,10,0,9,0,1,0,71,,1,,0,,0,,5,,0,,1,,0,,1,,,,-10,-9,,,,,,,0.0,,
bigcodebench,agentic_no_planner,BigCodeBench/414,200,,0,,,,,empty,310,0,11,0,10,0,1,0,90,,1,,2,,0,,5,,0,,2,,1,,4,,,,-11,-10,,,,,,,0.0,,
bigcodebench,agentic_no_planner,BigCodeBench/428,200,,0,,,,,empty,677,0,16,0,15,0,1,0,121,,1,,3,,0,,7,,0,,1,,1,,5,,,,-16,-15,,,,,,,0.0,,
bigcodebench,agentic_no_planner,BigCodeBench/458,200,predictions_executable,1,anthropic/claude-sonnet-4.5,False,AssertionError,,,984,2501,28,67,27,61,1,1,257,239,1,1,8,8,4,2,19,17,2,1,2,4,5,5,14,12,0.5407032921039124,0.9309396382942646,39,34,-18,0,-2,-2,0,-2,2.392857142857143,0.9299610894941635,0.8571428571428571
bigcodebench,agentic_no_planner,BigCodeBench/46,200,,0,,,,,empty,254,0,9,0,8,0,1,0,69,,1,,0,,0,,5,,0,,1,,0,,1,,,,-9,-8,,,,,,,0.0,,
bigcodebench,agentic_no_planner,BigCodeBench/464,200,predictions_executable,1,anthropic/claude-sonnet-4.5,True,,,,432,1412,15,40,12,32,1,1,70,67,2,2,2,2,0,0,6,7,0,0,4,3,1,2,3,3,0.6330992691219439,0.9306581532173468,25,20,-3,0,0,1,1,0,2.6666666666666665,0.9571428571428572,1.0
bigcodebench,agentic_no_planner,BigCodeBench/470,200,,0,,,,,empty,304,0,10,0,9,0,1,0,76,,1,,0,,0,,8,,0,,1,,0,,1,,,,-10,-9,,,,,,,0.0,,
bigcodebench,agentic_no_planner,BigCodeBench/472,200,,0,,,,,empty,440,0,12,0,11,0,1,0,103,,1,,1,,0,,8,,0,,1,,1,,3,,,,-12,-11,,,,,,,0.0,,
bigcodebench,agentic_no_planner,BigCodeBench/474,200,,0,,,,,empty,588,0,14,0,13,0,1,0,168,,1,,1,,0,,10,,0,,1,,1,,3,,,,-14,-13,,,,,,,0.0,,
bigcodebench,agentic_no_planner,BigCodeBench/479,200,predictions_executable,1,anthropic/claude-sonnet-4.5,True,,,,742,2231,21,49,20,44,1,1,164,169,1,1,1,2,2,2,13,13,1,1,1,2,2,2,4,5,0.6169180406037109,0.9490874650241855,28,24,5,1,0,0,0,1,2.3333333333333335,1.0304878048780488,1.25
bigcodebench,agentic_no_planner,BigCodeBench/48,200,predictions_executable,1,anthropic/claude-sonnet-4.5,False,TimeoutError,,,557,1487,18,45,17,40,1,1,112,148,1,1,1,1,2,2,11,16,1,2,1,1,1,1,4,4,0.6736870825907486,0.9355782724487206,27,23,36,0,0,5,0,0,2.5,1.3214285714285714,1.0
bigcodebench,agentic_no_planner,BigCodeBench/485,200,,0,,,,,empty,1020,0,24,0,23,0,1,0,226,,1,,0,,3,,18,,1,,1,,2,,4,,,,-24,-23,,,,,,,0.0,,
bigcodebench,agentic_no_planner,BigCodeBench/487,200,predictions_executable,1,anthropic/claude-sonnet-4.5,True,,,,714,2216,19,59,18,52,1,1,143,155,1,1,3,2,1,1,8,12,0,0,1,1,2,2,5,4,0.663167260734781,0.8691474387606111,40,34,12,-1,0,4,0,-1,3.1052631578947367,1.083916083916084,0.8
bigcodebench,agentic_no_planner,BigCodeBench/49,200,predictions_executable,1,anthropic/claude-sonnet-4.5,False,AssertionError,,,473,1628,13,42,12,36,1,1,91,91,1,1,1,1,1,1,7,6,1,1,1,1,1,1,3,3,0.6755359232974285,0.9449507085410989,29,24,0,0,0,-1,0,0,3.230769230769231,1.0,1.0
bigcodebench,agentic_no_planner,BigCodeBench/493,200,,0,,,,,empty,1122,0,25,0,24,0,1,0,236,,1,,2,,5,,18,,2,,1,,2,,9,,,,-25,-24,,,,,,,0.0,,
bigcodebench,agentic_no_planner,BigCodeBench/495,200,,0,,,,,empty,461,0,12,0,11,0,1,0,95,,1,,0,,1,,5,,0,,1,,1,,2,,,,-12,-11,,,,,,,0.0,,
bigcodebench,agentic_no_planner,BigCodeBench/499,200,predictions_executable,1,anthropic/claude-sonnet-4.5,True,,,,400,1397,14,43,13,37,1,1,99,106,1,1,0,0,2,2,9,9,0,0,1,1,2,2,3,3,0.4814679924974668,0.9308830364017144,29,24,7,0,0,0,0,0,3.0714285714285716,1.0707070707070707,1.0
bigcodebench,agentic_no_planner,BigCodeBench/50,200,,0,,,,,empty,683,0,17,0,16,0,1,0,135,,1,,0,,1,,10,,1,,1,,1,,2,,,,-17,-16,,,,,,,0.0,,
bigcodebench,agentic_no_planner,BigCodeBench/504,200,,0,,,,,empty,411,0,12,0,11,0,1,0,90,,1,,0,,0,,10,,0,,1,,0,,1,,,,-12,-11,,,,,,,0.0,,
bigcodebench,agentic_no_planner,BigCodeBench/509,200,predictions_executable,1,anthropic/claude-sonnet-4.5,True,,,,1245,3475,30,85,28,78,1,1,234,327,2,1,2,7,2,5,14,23,1,4,2,1,2,3,5,13,0.6161994607138191,0.8973423085663624,55,50,93,5,3,9,1,8,2.8333333333333335,1.3974358974358974,2.6
bigcodebench,agentic_no_planner,BigCodeBench/510,200,predictions_executable,1,anthropic/claude-sonnet-4.5,True,,,,408,1328,10,41,9,35,1,1,92,115,1,1,0,1,1,0,8,10,1,0,1,2,1,1,3,2,0.38281330639157496,0.8487174643769767,31,26,23,1,-1,2,0,-1,4.1,1.25,0.6666666666666666
bigcodebench,agentic_no_planner,BigCodeBench/524,200,,0,,,,,empty,964,0,25,0,24,0,1,0,239,,1,,3,,7,,21,,3,,1,,3,,12,,,,-25,-24,,,,,,,0.0,,
bigcodebench,agentic_no_planner,BigCodeBench/53,200,,0,,,,,empty,506,0,17,0,16,0,1,0,110,,1,,0,,1,,6,,0,,1,,1,,2,,,,-17,-16,,,,,,,0.0,,
bigcodebench,agentic_no_planner,BigCodeBench/539,200,,0,,,,,empty,784,0,22,0,21,0,1,0,160,,1,,2,,1,,14,,0,,1,,1,,4,,,,-22,-21,,,,,,,0.0,,
bigcodebench,agentic_no_planner,BigCodeBench/557,200,predictions_executable,1,anthropic/claude-sonnet-4.5,False,AssertionError,,,571,2258,16,60,15,53,1,1,114,247,1,1,2,5,3,3,9,28,2,1,1,2,2,3,6,9,0.687262620034782,0.9237881133195525,44,38,133,3,0,19,1,3,3.75,2.1666666666666665,1.5
bigcodebench,agentic_no_planner,BigCodeBench/559,200,,0,,,,,empty,390,0,11,0,10,0,1,0,130,,1,,0,,0,,5,,0,,1,,0,,1,,,,-11,-10,,,,,,,0.0,,
