dataset,strategy,task_id,run_id,ts_unix,pipeline_config,trigger_policy,verifier_invoked,verifier_decision,repair_attempted,origin_stage,run_total_tokens,end_to_end_latency_s,parse_error_type,parse_error_text,planner,executor,critic,verifier,planner_total_tokens,executor_total_tokens,critic_total_tokens,verifier_total_tokens,planner_latency_s,executor_latency_s,critic_latency_s,verifier_latency_s,planner_error,executor_repair,executor_harm,verifier_repair,verifier_harm,run_index_for_task,run_count_for_task,is_latest_for_task,has_boolean_result,passed,error_type,error
bigcodebench,monolithic,BigCodeBench/49,run-d04514bf,1774016026.024587,bigcodebench_monolithic,monolithic,0,,0,Monolithic,1552,15.479215,,,,,,,,,,,,,,,,,,,,1,1,1,1,False,AssertionError,"======================================================================
ERROR: test_case_1 (builtins.TestCases.test_case_1)
----------------------------------------------------------------------
Traceback (most recent call last):
  File ""<string>"", line 14, in test_case_1
  File ""<string>"", line 50, in assert_function_output
TypeError: 'Axes' object is not subscriptable

======================================================================
ERROR: test_case_2 (builtins.TestCases.test_case_2)
----------------------------------------------------------------------
Traceback (most recent call last):
  File ""<string>"", line 17, in test_case_2
  File ""<string>"", line 50, in assert_function_output
TypeError: 'Axes' object is not subscriptable

======================================================================
ERROR: test_case_4 (builtins.TestCases.test_case_4)
----------------------------------------------------------------------
Traceback (most recent call last):
  File ""<string>"", line 28, in test_case_4
  File ""<string>"", line 50, in assert_function_output
TypeError: 'Axes' object is not subscriptable

======================================================================
ERROR: test_case_5 (builtins.TestCases.test_case_5)
----------------------------------------------------------------------
Traceback (most recent call last):
  File ""<string>"", line 31, in test_case_5
  File ""<string>"", line 50, in assert_function_output
TypeError: 'Axes' object is not subscriptable

----------------------------------------------------------------------
Ran 5 tests in 0.604s

FAILED (errors=4)"
bigcodebench,monolithic,BigCodeBench/157,run-d04514bf,1774016042.078985,bigcodebench_monolithic,monolithic,0,,0,Monolithic,1723,16.041192,,,,,,,,,,,,,,,,,,,,1,1,1,1,False,AssertionError,"======================================================================
FAIL: test_correlation_calculation (builtins.TestCases.test_correlation_calculation)
----------------------------------------------------------------------
Traceback (most recent call last):
  File ""<string>"", line 32, in test_correlation_calculation
  File ""C:\Users\jbeem\AppData\Roaming\Python\Python314\site-packages\numpy\testing\_private\utils.py"", line 1222, in assert_array_almost_equal
    assert_array_compare(compare, actual, desired, err_msg=err_msg,
    ~~~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
                         verbose=verbose,
                         ^^^^^^^^^^^^^^^^
             header=('Arrays are not almost equal to %d decimals' % decimal),
             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
             precision=decimal)
             ^^^^^^^^^^^^^^^^^^
  File ""C:\Users\jbeem\AppData\Roaming\Python\Python314\site-packages\numpy\testing\_private\utils.py"", line 842, in assert_array_compare
    raise AssertionError(msg)
AssertionError: 
Arrays are not almost equal to 6 decimals

(shapes (9, 9), (64,) mismatch)
 ACTUAL: MaskedArray([[ 1., inf, inf, inf, -1.,  1., -1., inf,  1.],
             [inf, inf, inf, inf, inf, inf, inf, inf, inf],
             [inf, inf, inf, inf, inf, inf, inf, inf, inf],...
 DESIRED: array([ 1., nan, nan, nan, -1.,  1., -1., nan, nan, nan, nan, nan, nan,
       nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan,
       nan, nan, nan, nan, nan, nan, -1., nan, nan, nan,  1., -1.,  1.,...

----------------------------------------------------------------------
Ran 5 tests in 0.629s

FAILED (failures=1)"
bigcodebench,monolithic,BigCodeBench/611,run-d04514bf,1774016062.966986,bigcodebench_monolithic,monolithic,0,,0,Monolithic,1967,20.871554,,,,,,,,,,,,,,,,,,,,1,1,1,1,False,AssertionError,"======================================================================
FAIL: test_more_plots_than_data (builtins.TestCases.test_more_plots_than_data)
----------------------------------------------------------------------
Traceback (most recent call last):
  File ""<string>"", line 27, in test_more_plots_than_data
AssertionError: False is not true

----------------------------------------------------------------------
Ran 5 tests in 3.017s

FAILED (failures=1)"
bigcodebench,monolithic,BigCodeBench/1071,run-d04514bf,1774016079.594489,bigcodebench_monolithic,monolithic,0,,0,Monolithic,2021,16.615214,,,,,,,,,,,,,,,,,,,,1,1,1,1,False,AssertionError,"======================================================================
FAIL: test_color_cycle (builtins.TestCases.test_color_cycle)
Check that the colors of the plotted lines follow the specified cycle.
----------------------------------------------------------------------
Traceback (most recent call last):
  File ""<string>"", line 39, in test_color_cycle
AssertionError: Lists differ: ['b', 'g', 'r', 'c', 'm', 'y', 'k', 'b'] != [(0.0, 0.0, 1.0, 1), (0.0, 0.5, 0.0, 1), ([119 chars], 1)]

First differing element 0:
'b'
(0.0, 0.0, 1.0, 1)

- ['b', 'g', 'r', 'c', 'm', 'y', 'k', 'b']
+ [(0.0, 0.0, 1.0, 1),
+  (0.0, 0.5, 0.0, 1),
+  (1.0, 0.0, 0.0, 1),
+  (0.0, 0.75, 0.75, 1),
+  (0.75, 0.0, 0.75, 1),
+  (0.75, 0.75, 0.0, 1),
+  (0.0, 0.0, 0.0, 1),
+  (0.0, 0.0, 1.0, 1)] : The colors of the plotted lines should follow the specified cycle.

======================================================================
FAIL: test_y_values (builtins.TestCases.test_y_values)
Check that the y-values are shuffled.
----------------------------------------------------------------------
Traceback (most recent call last):
  File ""<string>"", line 49, in test_y_values
AssertionError: False is not true : The y-values should be shuffled numbers from the range [1, len(list)].

----------------------------------------------------------------------
Ran 5 tests in 0.698s

FAILED (failures=2)"
bigcodebench,monolithic,BigCodeBench/499,run-d04514bf,1774016092.794288,bigcodebench_monolithic,monolithic,0,,0,Monolithic,1625,13.182242,,,,,,,,,,,,,,,,,,,,1,1,1,1,True,,
bigcodebench,monolithic,BigCodeBench/617,run-d04514bf,1774016112.715014,bigcodebench_monolithic,monolithic,0,,0,Monolithic,2085,19.909458,,,,,,,,,,,,,,,,,,,,1,1,1,1,False,AssertionError,"======================================================================
FAIL: test_dataframe_structure (builtins.TestCases.test_dataframe_structure)
Test if the DataFrame contains the expected structure.
----------------------------------------------------------------------
Traceback (most recent call last):
  File ""<string>"", line 9, in test_dataframe_structure
AssertionError: Lists differ: ['Team', 'Goals', 'Penalty Cost'] != ['Team', 'Match Result', 'Goals', 'Penalty Cost']

First differing element 1:
'Goals'
'Match Result'

Second list contains 1 additional elements.
First extra element 3:
'Penalty Cost'

- ['Team', 'Goals', 'Penalty Cost']
+ ['Team', 'Match Result', 'Goals', 'Penalty Cost']
?          ++++++++++++++++


----------------------------------------------------------------------
Ran 5 tests in 0.006s

FAILED (failures=1)"
bigcodebench,monolithic,BigCodeBench/375,run-d04514bf,1774016126.128546,bigcodebench_monolithic,monolithic,0,,0,Monolithic,1505,13.398975,,,,,,,,,,,,,,,,,,,,1,1,1,1,True,,
bigcodebench,monolithic,BigCodeBench/1042,run-d04514bf,1774016144.421966,bigcodebench_monolithic,monolithic,0,,0,Monolithic,1729,18.28168,,,,,,,,,,,,,,,,,,,,1,1,1,1,False,AssertionError,"======================================================================
ERROR: test_email_with_empty_message (builtins.TestCases.test_email_with_empty_message)
Test behavior when an empty message is received.
----------------------------------------------------------------------
Traceback (most recent call last):
  File ""C:\Python314\Lib\unittest\mock.py"", line 1432, in patched
    return func(*newargs, **newkeywargs)
  File ""<string>"", line 45, in test_email_with_empty_message
  File ""<string>"", line 14, in task_func
EOFError: EOF when reading a line

======================================================================
ERROR: test_smtp_server_connection_error (builtins.TestCases.test_smtp_server_connection_error)
Test behavior when there is a network error (e.g., SMTP server unreachable).
----------------------------------------------------------------------
Traceback (most recent call last):
  File ""C:\Python314\Lib\unittest\mock.py"", line 1432, in patched
    return func(*newargs, **newkeywargs)
  File ""<string>"", line 67, in test_smtp_server_connection_error
  File ""<string>"", line 14, in task_func
EOFError: EOF when reading a line

======================================================================
ERROR: test_socket_closes_after_operation (builtins.TestCases.test_socket_closes_after_operation)
Test if the socket is properly closed after the operation.
----------------------------------------------------------------------
Traceback (most recent call last):
  File ""C:\Python314\Lib\unittest\mock.py"", line 1432, in patched
    return func(*newargs, **newkeywargs)
  File ""<string>"", line 83, in test_socket_closes_after_operation
  File ""<string>"", line 14, in task_func
EOFError: EOF when reading a line

======================================================================
ERROR: test_successful_email_dispatch (builtins.TestCases.test_successful_email_dispatch)
Test if the email is successfully composed and sent with valid inputs.
----------------------------------------------------------------------
Traceback (most recent call last):
  File ""C:\Python314\Lib\unittest\mock.py"", line 1432, in patched
    return func(*newargs, **newkeywargs)
  File ""<string>"", line 102, in test_successful_email_dispatch
  File ""<string>"", line 14, in task_func
EOFError: EOF when reading a line

======================================================================
ERROR: test_successful_email_send (builtins.TestCases.test_successful_email_send)
Test if the email is successfully sent with valid inputs.
----------------------------------------------------------------------
Traceback (most recent call last):
  File ""C:\Python314\Lib\unittest\mock.py"", line 1432, in patched
    return func(*newargs, **newkeywargs)
  File ""<string>"", line 23, in test_successful_email_send
  File ""<string>"", line 14, in task_func
EOFError: EOF when reading a line

----------------------------------------------------------------------
Ran 5 tests in 0.007s

FAILED (errors=5)"
bigcodebench,monolithic,BigCodeBench/1127,run-d04514bf,1774016167.853901,bigcodebench_monolithic,monolithic,0,,0,Monolithic,1960,23.417493,,,,,,,,,,,,,,,,,,,,1,1,1,1,False,AssertionError,"======================================================================
FAIL: test_path_with_existing_files (builtins.TestCases.test_path_with_existing_files)
----------------------------------------------------------------------
Traceback (most recent call last):
  File ""<string>"", line 53, in test_path_with_existing_files
AssertionError: Lists differ: [('C:[59 chars]t', 'b10a8db164e0754105b7a99be72e3fe5'), ('###[109 chars]0d')] != [('C:[59 chars]t', 'a591a6d40bf420404a011733cfb7b190d62c65bf0[173 chars]e7')]

First differing element 0:
('C:\[58 chars]t', 'b10a8db164e0754105b7a99be72e3fe5')
('C:\[58 chars]t', 'a591a6d40bf420404a011733cfb7b190d62c65bf0[20 chars]46e')

  [('C:\\Users\\jbeem\\AppData\\Local\\Temp\\tmpjb3isg6m\\file1.txt',
-   'b10a8db164e0754105b7a99be72e3fe5'),
+   'a591a6d40bf420404a011733cfb7b190d62c65bf0bcda32b57b277d9ad9f146e'),
   ('####', None),
   ('C:\\Users\\jbeem\\AppData\\Local\\Temp\\tmpjb3isg6m\\file2.txt',
-   '2a799bfecbec1e7c6cebdc26391aee0d')]
+   'c96724127af2d6f56bbc3898632b101167242f02519a99e5ab3f1cab9ff995e7')]

======================================================================
FAIL: test_path_with_non_standard_delimiter (builtins.TestCases.test_path_with_non_standard_delimiter)
----------------------------------------------------------------------
Traceback (most recent call last):
  File ""<string>"", line 38, in test_path_with_non_standard_delimiter
AssertionError: Lists differ: [('Di[118 chars]t', 'b10a8db164e0754105b7a99be72e3fe5'), ('-',[23 chars]one)] != [('Di[118 chars]t', 'a591a6d40bf420404a011733cfb7b190d62c65bf0[55 chars]one)]

First differing element 4:
('C:\[58 chars]t', 'b10a8db164e0754105b7a99be72e3fe5')
('C:\[58 chars]t', 'a591a6d40bf420404a011733cfb7b190d62c65bf0[20 chars]46e')

  [('Dir1', None),
   ('-', None),
   ('file1', None),
   ('-', None),
   ('C:\\Users\\jbeem\\AppData\\Local\\Temp\\tmpmm7wxpym\\file1.txt',
-   'b10a8db164e0754105b7a99be72e3fe5'),
+   'a591a6d40bf420404a011733cfb7b190d62c65bf0bcda32b57b277d9ad9f146e'),
   ('-', None),
   ('file2.txt', None)]

----------------------------------------------------------------------
Ran 6 tests in 0.046s

FAILED (failures=2)"
bigcodebench,monolithic,BigCodeBench/938,run-d04514bf,1774016188.474219,bigcodebench_monolithic,monolithic,0,,0,Monolithic,2069,20.606177,,,,,,,,,,,,,,,,,,,,1,1,1,1,False,AssertionError,"======================================================================
ERROR: test_clean_text_and_calculate_length (builtins.TestCases.test_clean_text_and_calculate_length)
----------------------------------------------------------------------
Traceback (most recent call last):
  File ""<string>"", line 6, in test_clean_text_and_calculate_length
  File ""<string>"", line 5, in task_func
  File ""C:\Users\jbeem\AppData\Roaming\Python\Python314\site-packages\pandas\core\series.py"", line 4943, in apply
    ).apply()
      ~~~~~^^
  File ""C:\Users\jbeem\AppData\Roaming\Python\Python314\site-packages\pandas\core\apply.py"", line 1422, in apply
    return self.apply_standard()
           ~~~~~~~~~~~~~~~~~~~^^
  File ""C:\Users\jbeem\AppData\Roaming\Python\Python314\site-packages\pandas\core\apply.py"", line 1502, in apply_standard
    mapped = obj._map_values(
        mapper=curried, na_action=action, convert=self.convert_dtype
    )
  File ""C:\Users\jbeem\AppData\Roaming\Python\Python314\site-packages\pandas\core\base.py"", line 925, in _map_values
    return algorithms.map_array(arr, mapper, na_action=na_action, convert=convert)
           ~~~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""C:\Users\jbeem\AppData\Roaming\Python\Python314\site-packages\pandas\core\algorithms.py"", line 1743, in map_array
    return lib.map_infer(values, mapper, convert=convert)
           ~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""pandas/_libs/lib.pyx"", line 2999, in pandas._libs.lib.map_infer
  File ""<string>"", line 5, in <lambda>
  File ""C:\Python314\Lib\re\__init__.py"", line 208, in sub
    return _compile(pattern, flags).sub(repl, string, count)
           ~~~~~~~~~~~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^
TypeError: expected string or bytes-like object, got 'NoneType'

======================================================================
ERROR: test_empty_and_none (builtins.TestCases.test_empty_and_none)
----------------------------------------------------------------------
Traceback (most recent call last):
  File ""<string>"", line 27, in test_empty_and_none
  File ""<string>"", line 5, in task_func
  File ""C:\Users\jbeem\AppData\Roaming\Python\Python314\site-packages\pandas\core\series.py"", line 4943, in apply
    ).apply()
      ~~~~~^^
  File ""C:\Users\jbeem\AppData\Roaming\Python\Python314\site-packages\pandas\core\apply.py"", line 1422, in apply
    return self.apply_standard()
           ~~~~~~~~~~~~~~~~~~~^^
  File ""C:\Users\jbeem\AppData\Roaming\Python\Python314\site-packages\pandas\core\apply.py"", line 1502, in apply_standard
    mapped = obj._map_values(
        mapper=curried, na_action=action, convert=self.convert_dtype
    )
  File ""C:\Users\jbeem\AppData\Roaming\Python\Python314\site-packages\pandas\core\base.py"", line 925, in _map_values
    return algorithms.map_array(arr, mapper, na_action=na_action, convert=convert)
           ~~~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""C:\Users\jbeem\AppData\Roaming\Python\Python314\site-packages\pandas\core\algorithms.py"", line 1743, in map_array
    return lib.map_infer(values, mapper, convert=convert)
           ~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""pandas/_libs/lib.pyx"", line 2999, in pandas._libs.lib.map_infer
  File ""<string>"", line 5, in <lambda>
  File ""C:\Python314\Lib\re\__init__.py"", line 208, in sub
    return _compile(pattern, flags).sub(repl, string, count)
           ~~~~~~~~~~~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^
TypeError: expected string or bytes-like object, got 'NoneType'

----------------------------------------------------------------------
Ran 5 tests in 0.009s

FAILED (errors=2)"
bigcodebench,monolithic,BigCodeBench/953,run-d04514bf,1774016204.683616,bigcodebench_monolithic,monolithic,0,,0,Monolithic,2109,16.195414,,,,,,,,,,,,,,,,,,,,1,1,1,1,True,,
bigcodebench,monolithic,BigCodeBench/624,run-d04514bf,1774016221.031031,bigcodebench_monolithic,monolithic,0,,0,Monolithic,1481,16.331846,,,,,,,,,,,,,,,,,,,,1,1,1,1,True,,
bigcodebench,monolithic,BigCodeBench/820,run-d04514bf,1774016233.31856,bigcodebench_monolithic,monolithic,0,,0,Monolithic,1397,12.240992,,,,,,,,,,,,,,,,,,,,1,1,1,1,True,,
