dataset,strategy,task_id,run_id,ts_unix,pipeline_config,trigger_policy,verifier_invoked,verifier_decision,repair_attempted,origin_stage,run_total_tokens,end_to_end_latency_s,parse_error_type,parse_error_text,planner,executor,critic,verifier,planner_total_tokens,executor_total_tokens,critic_total_tokens,verifier_total_tokens,planner_latency_s,executor_latency_s,critic_latency_s,verifier_latency_s,planner_error,executor_repair,executor_harm,verifier_repair,verifier_harm,run_index_for_task,run_count_for_task,is_latest_for_task,has_boolean_result,passed,error_type,error
mbpp,agentic_no_planner,MBPP/753,run-eb31cc7e,1773679317.169649,mbpp_no_planner_no_verifier,critic_fail,0,,0,,770,5.554955,,,,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,,398,372,,,3.888585,1.32258,,0,0,0,0,0,1,1,1,1,True,,
mbpp,agentic_no_planner,MBPP/740,run-3f893dc6,1774028234.133333,mbpp_no_planner_no_verifier,critic_fail,0,,0,,907,6.621121,,,,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,,483,424,,,4.857307,1.744597,,0,0,0,0,0,1,1,1,1,True,,
mbpp,agentic_no_planner,MBPP/277,run-3f893dc6,1774028238.2258,mbpp_no_planner_no_verifier,critic_fail,0,,0,,569,4.077401,,,,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,,267,302,,,2.152567,1.897361,,0,0,0,0,0,1,1,1,1,True,,
mbpp,agentic_no_planner,MBPP/68,run-3f893dc6,1774028243.654439,mbpp_no_planner_no_verifier,critic_fail,0,,0,,728,5.4099,,,,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,,393,335,,,3.756819,1.625439,,0,0,0,0,0,1,1,1,1,True,,
mbpp,agentic_no_planner,MBPP/97,run-3f893dc6,1774028248.163066,mbpp_no_planner_no_verifier,critic_fail,0,,0,,706,4.495409,,,,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,,278,428,,,2.53231,1.93337,,0,0,0,0,0,1,1,1,1,True,,
mbpp,agentic_no_planner,MBPP/635,run-3f893dc6,1774028256.047172,mbpp_no_planner_no_verifier,critic_fail,0,,0,,1019,7.868119,,,,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,,494,525,,,6.008118,1.829889,,0,0,0,0,0,1,1,1,1,True,,
mbpp,agentic_no_planner,MBPP/726,run-3f893dc6,1774028261.143519,mbpp_no_planner_no_verifier,critic_fail,0,,0,,603,5.080356,,,,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,,336,267,,,3.65452,1.394362,,0,0,0,0,0,1,1,1,1,True,,
mbpp,agentic_no_planner,MBPP/577,run-3f893dc6,1774028265.677324,mbpp_no_planner_no_verifier,critic_fail,0,,0,,528,4.459508,,,,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,,294,234,,,2.680527,1.746912,,0,0,0,0,0,1,1,1,1,True,,
mbpp,agentic_no_planner,MBPP/312,run-3f893dc6,1774028271.654246,mbpp_no_planner_no_verifier,critic_fail,0,,0,,611,5.950468,,,,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,,312,299,,,3.46937,2.44788,,0,0,0,0,0,1,1,1,1,True,,
mbpp,agentic_no_planner,MBPP/776,run-3f893dc6,1774028278.266868,mbpp_no_planner_no_verifier,critic_fail,0,,0,,767,6.598426,,,,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,,413,354,,,4.740448,1.823121,,0,0,0,0,0,1,1,1,1,False,AssertionError,AssertionError:
mbpp,agentic_no_planner,MBPP/604,run-3f893dc6,1774028283.756503,mbpp_no_planner_no_verifier,critic_fail,0,,0,,543,5.476911,,,,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,,302,241,,,2.934224,2.515738,,0,0,0,0,0,1,1,1,1,True,,
mbpp,agentic_no_planner,MBPP/117,run-3f893dc6,1774028289.661276,mbpp_no_planner_no_verifier,critic_fail,0,,0,,921,5.890348,,,,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,,411,510,,,3.855727,2.001615,,0,0,0,0,0,1,1,1,1,False,AssertionError,AssertionError:
mbpp,agentic_no_planner,MBPP/599,run-3f893dc6,1774028294.307705,mbpp_no_planner_no_verifier,critic_fail,0,,0,,477,4.630524,,,,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,,269,208,,,3.135942,1.463709,,0,0,0,0,0,1,1,1,1,True,,
mbpp,agentic_no_planner,MBPP/91,run-3f893dc6,1774028300.797713,mbpp_no_planner_no_verifier,critic_fail,0,,0,,650,6.473441,,,,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,,345,305,,,4.714384,1.725017,,0,0,0,0,0,1,1,1,1,True,,
mbpp,agentic_no_planner,MBPP/57,run-3f893dc6,1774028308.185094,mbpp_no_planner_no_verifier,critic_fail,0,,0,,768,7.372085,,,,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,,412,356,,,5.394289,1.941612,,0,0,0,0,0,1,1,1,1,True,,
mbpp,agentic_no_planner,MBPP/400,run-3f893dc6,1774028313.601787,mbpp_no_planner_no_verifier,critic_fail,0,,0,,601,5.401881,,,,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,,292,309,,,3.026261,2.342175,,0,0,0,0,0,1,1,1,1,False,AssertionError,AssertionError:
mbpp,agentic_no_planner,MBPP/280,run-3f893dc6,1774028317.760653,mbpp_no_planner_no_verifier,critic_fail,0,,0,,604,4.145842,,,,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,,323,281,,,2.732869,1.379516,,0,0,0,0,0,1,1,1,1,True,,
mbpp,agentic_no_planner,MBPP/260,run-3f893dc6,1774028328.343137,mbpp_no_planner_no_verifier,critic_fail,0,,0,,1180,10.569874,,,,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,,636,544,,,7.174495,3.36176,,0,0,0,0,0,1,1,1,1,False,AssertionError,AssertionError:
mbpp,agentic_no_planner,MBPP/92,run-3f893dc6,1774028336.840126,mbpp_no_planner_no_verifier,critic_fail,0,,0,,873,8.481386,,,,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,,480,393,,,6.732489,1.719908,,0,0,0,0,0,1,1,1,1,True,,
mbpp,agentic_no_planner,MBPP/11,run-3f893dc6,1774028344.319852,mbpp_no_planner_no_verifier,critic_fail,0,,0,,833,7.466681,,,,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,,459,374,,,5.298798,2.130698,,0,0,0,0,0,1,1,1,1,True,,
mbpp,agentic_no_planner,MBPP/167,run-3f893dc6,1774028349.031796,mbpp_no_planner_no_verifier,critic_fail,0,,0,,545,4.691164,,,,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,,297,248,,,2.831851,1.819564,,0,0,0,0,0,1,1,1,1,True,,
mbpp,agentic_no_planner,MBPP/455,run-3f893dc6,1774028354.659032,mbpp_no_planner_no_verifier,critic_fail,0,,0,,677,5.610629,,,,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,,386,291,,,4.1611,1.41275,,0,0,0,0,0,1,1,1,1,True,,
mbpp,agentic_no_planner,MBPP/558,run-3f893dc6,1774028360.185055,mbpp_no_planner_no_verifier,critic_fail,0,,0,,796,5.509846,,,,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,,461,335,,,4.067011,1.403112,,0,0,0,0,0,1,1,1,1,True,,
mbpp,agentic_no_planner,MBPP/251,run-3f893dc6,1774028364.8383,mbpp_no_planner_no_verifier,critic_fail,0,,0,,539,4.636035,,,,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,,285,254,,,2.721586,1.878997,,0,0,0,0,0,1,1,1,1,True,,
mbpp,agentic_no_planner,MBPP/84,run-3f893dc6,1774028370.020413,mbpp_no_planner_no_verifier,critic_fail,0,,0,,598,5.165983,,,,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,,322,276,,,3.307194,1.818341,,0,0,0,0,0,1,1,1,1,True,,
mbpp,agentic_no_planner,MBPP/87,run-3f893dc6,1774028375.855298,mbpp_no_planner_no_verifier,critic_fail,0,,0,,881,5.820696,,,,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,,367,514,,,3.977431,1.810062,,0,0,0,0,0,1,1,1,1,False,AssertionError,AssertionError:
mbpp,agentic_no_planner,MBPP/281,run-3f893dc6,1774028380.279171,mbpp_no_planner_no_verifier,critic_fail,0,,0,,548,4.406723,,,,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,,308,240,,,2.769004,1.597217,,0,0,0,0,0,1,1,1,1,True,,
mbpp,agentic_no_planner,MBPP/744,run-3f893dc6,1774028384.45754,mbpp_no_planner_no_verifier,critic_fail,0,,0,,545,4.162954,,,,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,,296,249,,,2.659196,1.456236,,0,0,0,0,0,1,1,1,1,True,,
mbpp,agentic_no_planner,MBPP/131,run-3f893dc6,1774028390.508849,mbpp_no_planner_no_verifier,critic_fail,0,,0,,673,6.033674,,,,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,,386,287,,,4.268214,1.729815,,0,0,0,0,0,1,1,1,1,True,,
mbpp,agentic_no_planner,MBPP/796,run-3f893dc6,1774028396.13194,mbpp_no_planner_no_verifier,critic_fail,0,,0,,494,5.60613,,,,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,,221,273,,,2.416087,3.152793,,0,0,0,0,0,1,1,1,1,True,,
mbpp,agentic_no_planner,MBPP/557,run-3f893dc6,1774028402.282673,mbpp_no_planner_no_verifier,critic_fail,0,,0,,425,6.123856,,,,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,,245,180,,,2.639728,3.447085,,0,0,0,0,0,1,1,1,1,True,,
mbpp,agentic_no_planner,MBPP/89,run-3f893dc6,1774028406.490711,mbpp_no_planner_no_verifier,critic_fail,0,,0,,432,4.191413,,,,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,,215,217,,,1.906055,2.2541,,0,0,0,0,0,1,1,1,1,True,,
mbpp,agentic_no_planner,MBPP/287,run-3f893dc6,1774028412.926706,mbpp_no_planner_no_verifier,critic_fail,0,,0,,696,6.421012,,,,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,,384,312,,,4.394453,1.988379,,0,0,0,0,0,1,1,1,1,True,,
mbpp,agentic_no_planner,MBPP/172,run-3f893dc6,1774028418.971097,mbpp_no_planner_no_verifier,critic_fail,0,,0,,608,6.02562,,,,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,,300,308,,,3.402768,2.584821,,0,0,0,0,0,1,1,1,1,True,,
mbpp,agentic_no_planner,MBPP/428,run-3f893dc6,1774028424.429374,mbpp_no_planner_no_verifier,critic_fail,0,,0,,721,5.442901,,,,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,,340,381,,,4.060408,1.345879,,0,0,0,0,0,1,1,1,1,True,,
mbpp,agentic_no_planner,MBPP/724,run-3f893dc6,1774028430.950903,mbpp_no_planner_no_verifier,critic_fail,0,,0,,517,6.504959,,,,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,,269,248,,,2.708767,3.764236,,0,0,0,0,0,1,1,1,1,True,,
mbpp,agentic_no_planner,MBPP/722,run-3f893dc6,1774028436.281979,mbpp_no_planner_no_verifier,critic_fail,0,,0,,790,5.312195,,,,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,,341,449,,,3.503478,1.771533,,0,0,0,0,0,1,1,1,1,False,AssertionError,AssertionError:
mbpp,agentic_no_planner,MBPP/282,run-3f893dc6,1774028440.881964,mbpp_no_planner_no_verifier,critic_fail,0,,0,,595,4.586358,,,,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,,318,277,,,3.032995,1.52357,,0,0,0,0,0,1,1,1,1,True,,
mbpp,agentic_no_planner,MBPP/730,run-3f893dc6,1774028445.085794,mbpp_no_planner_no_verifier,critic_fail,0,,0,,694,4.18828,,,,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,,283,411,,,2.529116,1.620725,,0,0,0,0,0,1,1,1,1,True,,
mbpp,agentic_no_planner,MBPP/103,run-3f893dc6,1774028454.809962,mbpp_no_planner_no_verifier,critic_fail,0,,0,,1166,9.707997,,,,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,,611,555,,,7.54802,2.1243,,0,0,0,0,0,1,1,1,1,True,,
