# Replication package checksum manifest
# root: C:/VScode/pipeline
# files: 375
# format: sha256,size_bytes,relative_path
bc602d9a45dc0ceb066317e1e025503cb9cb0bfbc8d5f8ec8ce78988cccbf349,28570,aggregated/bigcodebench/agentic_no_planner/blame_task_level.csv
c31b2e0ad11677ba62547bfd9b8fb30c395dff1eebc68c959b83b073983549a9,1343,aggregated/bigcodebench/agentic_no_planner/data_quality_report.csv
665f6815b16f904c6dd902e723f7e9160d15bbe3f2f0d245b73db85b6b331578,413,aggregated/bigcodebench/agentic_no_planner/pass_at_k_report.csv
dcde488ae2ae3ef37bf2485640fbf8dbe7e1f65602e8eba7cfd51622ecfcfa35,1044,aggregated/bigcodebench/agentic_no_planner/strategy_summary.csv
cca4cbc2f2475b081873c6f6dc527277ab5e8eed813934dde73e9e46d8ca5c50,1041,aggregated/bigcodebench/agentic_no_planner/strategy_summary_all_runs.csv
02331260e395da2f9c6fde0601e918b6d0d749561d10528b33268773a3b4d4c4,202871,aggregated/bigcodebench/agentic_no_planner/task_level.csv
02331260e395da2f9c6fde0601e918b6d0d749561d10528b33268773a3b4d4c4,202871,aggregated/bigcodebench/agentic_no_planner/task_level_all_runs.csv
629a253b8e0413a2a43cddfd0e0362a84cf7a5f2f37ceed7e8a902e380562b4a,1035,aggregated/bigcodebench/agentic_no_planner/token_stats_by_agent.csv
114b99509e3baefa6d4c2b9bf5e62da14cf8c817035c0564852d713f3efdc0e0,1043,aggregated/bigcodebench/agentic_no_planner/token_stats_by_agent_all_runs.csv
802e2e7145ad368e97c6a4f9c77fa544c9549146025fcd961b6c0727a872ffa7,1111,aggregated/bigcodebench/agentic_plus_verifier/accuracy_metrics.csv
7ffdbf50a5ffde1533b4a207fdea76270fd8683490b953f12bd0ee6f02ecd98a,448,aggregated/bigcodebench/agentic_plus_verifier/accuracy_metrics_all_runs.csv
9398beab62270a5c2a3d8e551df5cb71bc4abca340ead4152c21d1647179608e,58110,aggregated/bigcodebench/agentic_plus_verifier/artifact_similarity_complexity_per_task.csv
b4c1a635002af8574033f45c702570f0389d0bb917815d78d6fcbc835f2eaca8,313482,aggregated/bigcodebench/agentic_plus_verifier/artifact_similarity_complexity_per_task.jsonl
cd20016ccc420246224c2fed50cd6b1a98f763d258e06f12b07470f8cf79bb82,962,aggregated/bigcodebench/agentic_plus_verifier/artifact_similarity_complexity_summary.csv
2f569a0875fc875eed1bcded487172845d4e0e180cee679d7e486f73e49beb9b,864,aggregated/bigcodebench/agentic_plus_verifier/blame_summary.csv
ae55fc0598b46274113f379fe15ce5abef77d24dd19018a654b092015d1a467e,33339,aggregated/bigcodebench/agentic_plus_verifier/blame_task_level.csv
a01290a83403c949cb4aac7b3016d9bf5991f0398f97744eddfe9006a278a3b9,1398,aggregated/bigcodebench/agentic_plus_verifier/data_quality_report.csv
6398f868f9c8af31378ce6a2fa2bdde07109a11a5d157b578b6e4e35565dd8d1,416,aggregated/bigcodebench/agentic_plus_verifier/pass_at_k_report.csv
ab6950c2121a74dcd4fde624fe7386b72bdbafe3d580094f10d31aee4c68470e,1053,aggregated/bigcodebench/agentic_plus_verifier/strategy_summary.csv
70e3077b4082c4657a2587c813bdbd529c4f21757f7a0bee49e478912807a313,1050,aggregated/bigcodebench/agentic_plus_verifier/strategy_summary_all_runs.csv
5ecd1cb18e218f77378fb9248b7c3f0ade2fcee3eb2659a9d6dd68191b3cc85e,196953,aggregated/bigcodebench/agentic_plus_verifier/task_level.csv
5ecd1cb18e218f77378fb9248b7c3f0ade2fcee3eb2659a9d6dd68191b3cc85e,196953,aggregated/bigcodebench/agentic_plus_verifier/task_level_all_runs.csv
013f86c214eae2ca2a49b4e7518a197a69373d5b66a7c62e360e225157eec16b,1419,aggregated/bigcodebench/agentic_plus_verifier/token_stats_by_agent.csv
d142cc2358fb3b348150b7c9809bafddfc707d9a41f5af2a6e4ab30b75457dcf,1438,aggregated/bigcodebench/agentic_plus_verifier/token_stats_by_agent_all_runs.csv
0e18622e1174e422a9a2ba6f01d39b1b7334eb6ecb4afe7a04eebe4e46d9e37e,806,aggregated/bigcodebench/monolithic/accuracy_metrics.csv
9bf787359444cd750557dbbab2dbf12e7d3e3620cf25ddeb2309eefd5c0c02b9,437,aggregated/bigcodebench/monolithic/accuracy_metrics_all_runs.csv
49c226d523fb2751d1375d4f8c5a6f36d72a74e6ba2b992105e2627e443ee065,55164,aggregated/bigcodebench/monolithic/artifact_similarity_complexity_per_task.csv
2dff7d845cd4f589247a499039f370ced6f119d3cc385daa6ff906477261ff6d,309996,aggregated/bigcodebench/monolithic/artifact_similarity_complexity_per_task.jsonl
d4b44ef380048998c2afa33e159b60b5c5cb1b143924602cb43892dc2996d200,921,aggregated/bigcodebench/monolithic/artifact_similarity_complexity_summary.csv
1004ff738c97a0c5931663a2edf9071aaec48eaa14434e7ffc42950d327dfb44,752,aggregated/bigcodebench/monolithic/blame_summary.csv
d7464ef1468bc4b670772e7938591c50cea9f79e63356b9c4c3025830efb885b,26365,aggregated/bigcodebench/monolithic/blame_task_level.csv
2b986e6e4bfa1f573dfa1edf8e3b91b54de8955de843ea84f27bc7f8a5908cc6,1316,aggregated/bigcodebench/monolithic/data_quality_report.csv
26806996d0c6f0b7e9e81d6d04bd4e7aed67f54848fea88c5c45775fc3a1add9,405,aggregated/bigcodebench/monolithic/pass_at_k_report.csv
c137c510ab809aea9184c5ed7e426fd9a485b6e9725b7a3c85f3dfcb60ee83ec,1044,aggregated/bigcodebench/monolithic/strategy_summary.csv
3d4a1c5bd8d80e92aaa4ba20d5da361f43a3597df4df42b62e952333d4188016,1041,aggregated/bigcodebench/monolithic/strategy_summary_all_runs.csv
6b45c2062dff284550103c81e060ab9af93c497c6fe6635347bd61cb26c5f037,199861,aggregated/bigcodebench/monolithic/task_level.csv
6b45c2062dff284550103c81e060ab9af93c497c6fe6635347bd61cb26c5f037,199861,aggregated/bigcodebench/monolithic/task_level_all_runs.csv
eb01272ee3f3256b719052282e1008af8dce5eb2dcd14dab1dbe086ad5776ae8,806,aggregated/bigcodebench/monolithic/token_stats_by_agent.csv
eb01272ee3f3256b719052282e1008af8dce5eb2dcd14dab1dbe086ad5776ae8,806,aggregated/bigcodebench/monolithic/token_stats_by_agent_all_runs.csv
ee8f60913becbb2ae784ee1d427925d8e69a5152f5734e5ced6028c69f82105e,1706,aggregated/blame_summary.csv
a5f4655cea05a126751ae970487b26248d4868033d5e29555c29cba06da3d0b6,181198,aggregated/blame_task_level.csv
ccad5924468405f696069b9d0d9fb041ce13e6ae8329abc329b7e69d16868be4,7562,aggregated/data_quality_report.csv
60a0aafe83b24e399f9901eec93cfe58b3ca95271c98fdd730b0d396d1c2cca6,4991,aggregated/final_metrics_pre_verifier_critic_report.csv
e67fc26e26932c412f9b087dd24182bb70ea823700fce9be7f903f8faa3bfdbe,10922,aggregated/final_metrics_report.csv
37e77222c20609c268fc2b62a384ea1d47c2f8762ec15d120036120887dcf7b5,571,aggregated/humaneval/agentic/accuracy_metrics.csv
68a889e6a00b423ec710bfa30fd12102cefd6b4fefa25ea04f4f58165163a141,443,aggregated/humaneval/agentic/accuracy_metrics_all_runs.csv
8afdca5ad9b3f26d21cbb30b91d715f6e1d1220abc2b60f15dcf981e434ce724,42419,aggregated/humaneval/agentic/artifact_similarity_complexity_per_task.csv
69ae2d167bb1ffd23babc2ded28ffe95bd47855f0f83771e9ec1289d4ea2d287,251269,aggregated/humaneval/agentic/artifact_similarity_complexity_per_task.jsonl
8a8931fcbd5dd1ca3f10c8e13633cdeb4ce6fdb6b770b615ca20340c52c238a1,976,aggregated/humaneval/agentic/artifact_similarity_complexity_summary.csv
2db0126dd926459370ed9b32c2360ae437b219ac48b2770ccd33e506b96fc0c7,750,aggregated/humaneval/agentic/blame_summary.csv
f4319d8657a245261bfe0aaf7e54ba49ddb6e00a0005af7d03fa5a7dcb614524,20553,aggregated/humaneval/agentic/blame_task_level.csv
5a19581a36ac17efa45d463fc0248c155a079a8de26af9c18672c6b1f50f8105,1260,aggregated/humaneval/agentic/data_quality_report.csv
0c9d4b6a601c6a6d901db0dde6b8516c5cafb50a3ac5dba82d199107dd749cc6,404,aggregated/humaneval/agentic/pass_at_k_report.csv
ee0f2a66c7e3ae8b6469293abab1529668c284af1792624f37ab75f623fd26fe,1039,aggregated/humaneval/agentic/strategy_summary.csv
7cae3b6ecf4565f17360a84e08a414f8213df709f6a86fc1a81c86ca784cab00,1036,aggregated/humaneval/agentic/strategy_summary_all_runs.csv
ff82b53a79fb188cf93ee53cd8c6d51173b0282f43e4d4cba2be15a382df9d58,43810,aggregated/humaneval/agentic/task_level.csv
ff82b53a79fb188cf93ee53cd8c6d51173b0282f43e4d4cba2be15a382df9d58,43810,aggregated/humaneval/agentic/task_level_all_runs.csv
f9f44540aefb1a18709cf375611a5f6486e9570613f07127bcb48c76591e79b3,1201,aggregated/humaneval/agentic/token_stats_by_agent.csv
f9f44540aefb1a18709cf375611a5f6486e9570613f07127bcb48c76591e79b3,1201,aggregated/humaneval/agentic/token_stats_by_agent_all_runs.csv
adad5d8a0b0cacb15b7cb1068775190ed8b815d2f2e42be750d622f375a838c9,789,aggregated/humaneval/agentic_exec_gate_plus_verifier_loop3/accuracy_metrics.csv
450f4cca80965aef680f0d9ff74abd89fbe9bdcd78292f6d7f906717a146daa6,473,aggregated/humaneval/agentic_exec_gate_plus_verifier_loop3/accuracy_metrics_all_runs.csv
b4f47e5a4a07f8b11fae26d1eca029d9d56915dd11e4877c20bdac17656ec3db,33434,aggregated/humaneval/agentic_exec_gate_plus_verifier_loop3/artifact_similarity_complexity_per_task.csv
7391715175a65ba2021bd386d29611070fc7c909d9f7e822c5ef540113e5ede4,250570,aggregated/humaneval/agentic_exec_gate_plus_verifier_loop3/artifact_similarity_complexity_per_task.jsonl
085a3efa1da8f27383241aaad6fae05aee2bc7edf867a0ed67a005978a7df870,1029,aggregated/humaneval/agentic_exec_gate_plus_verifier_loop3/artifact_similarity_complexity_summary.csv
f641c604c117c254462c4d30e252da6b98aca53d797afadf5d29ed3fa4337bdb,803,aggregated/humaneval/agentic_exec_gate_plus_verifier_loop3/blame_summary.csv
841af3c7a46e86f51ff89c37a0974ebddaf6c18b1e861bfd1ba9733dc495fa24,26877,aggregated/humaneval/agentic_exec_gate_plus_verifier_loop3/blame_task_level.csv
46b869ac398595cafc10b909862cce9a52560fdf1e4cb47a42aa9c89ebc0a648,1423,aggregated/humaneval/agentic_exec_gate_plus_verifier_loop3/data_quality_report.csv
01b063f2800e59fab516c8026d444f6f8503c27015966b94c8c4a30f45febfe3,434,aggregated/humaneval/agentic_exec_gate_plus_verifier_loop3/pass_at_k_report.csv
f874d3a843b9a8a27181e4f10323545d6fdfa40c78e567c014fb0f6a732487c7,1076,aggregated/humaneval/agentic_exec_gate_plus_verifier_loop3/strategy_summary.csv
9fb22c1be3b203fcff49396379cdb7404e933b64e3aeb4e30d222b5436427722,1073,aggregated/humaneval/agentic_exec_gate_plus_verifier_loop3/strategy_summary_all_runs.csv
9e45479159304734ebdc5a09b17c9c3ffae969bc8c5dc41b3ae747f3db2d443d,49996,aggregated/humaneval/agentic_exec_gate_plus_verifier_loop3/task_level.csv
9e45479159304734ebdc5a09b17c9c3ffae969bc8c5dc41b3ae747f3db2d443d,49996,aggregated/humaneval/agentic_exec_gate_plus_verifier_loop3/task_level_all_runs.csv
8ad594cc56735fffa35c2d1697ed8bfba97598dff15023b2701b6f6f2359b9aa,1325,aggregated/humaneval/agentic_exec_gate_plus_verifier_loop3/token_stats_by_agent.csv
8ad594cc56735fffa35c2d1697ed8bfba97598dff15023b2701b6f6f2359b9aa,1325,aggregated/humaneval/agentic_exec_gate_plus_verifier_loop3/token_stats_by_agent_all_runs.csv
57525b45da2cb6c553963dae9d236255df5ecdfff2b795aebe9b1222a08bd25f,595,aggregated/humaneval/agentic_no_planner/accuracy_metrics.csv
e0a2f7de53f7e60e3d2d63e730b761fe2076e31914e7a5a8a19aed944ba6b2aa,455,aggregated/humaneval/agentic_no_planner/accuracy_metrics_all_runs.csv
3dd4c265e7c9f8c9e2006fecaac098b991fbcd2d3af12d8d8b0b1da59e58504a,43703,aggregated/humaneval/agentic_no_planner/artifact_similarity_complexity_per_task.csv
8ebdda093ea6861bd3bb57468230cf3a57f2e1e1f5586646f9109a069b4b7ba3,252551,aggregated/humaneval/agentic_no_planner/artifact_similarity_complexity_per_task.jsonl
790e38fb383c357f9b52f2dc1e965933904294467275bfb26bf9b074a84244ae,991,aggregated/humaneval/agentic_no_planner/artifact_similarity_complexity_summary.csv
c432cd9924a3531c96e7deb849cd347e13fb14d1b5ab4d37acdeb9105ba059dc,760,aggregated/humaneval/agentic_no_planner/blame_summary.csv
27f540340376f25272fc79aac1d738ce06c464e679f443f4e0bed4ec656e13fc,22358,aggregated/humaneval/agentic_no_planner/blame_task_level.csv
456c3c8805558c05e135954c67eb116d70659f3bcbbf3d62df87a676bb80e7e8,1315,aggregated/humaneval/agentic_no_planner/data_quality_report.csv
638bf8c4a2b12eae23c220db78bfa5e4c3af53a552287574bab9482e79b43e64,415,aggregated/humaneval/agentic_no_planner/pass_at_k_report.csv
e7b0254452687b432fe225cb58c53582742c09eba66faa12a4b9ee89d70c4251,1043,aggregated/humaneval/agentic_no_planner/strategy_summary.csv
39756aa25a3650d4b4917da8cdb0ed3d92032ad9a8b9bbe3ebaf71dca83433b7,1040,aggregated/humaneval/agentic_no_planner/strategy_summary_all_runs.csv
04505e32cd78918cd1223088ade62c9cfbb683d3757a2fd250c668f7475c6d92,40431,aggregated/humaneval/agentic_no_planner/task_level.csv
04505e32cd78918cd1223088ade62c9cfbb683d3757a2fd250c668f7475c6d92,40431,aggregated/humaneval/agentic_no_planner/task_level_all_runs.csv
c944cce4e468c032e7b282faee114e4287157979334592b0089d290fcf97906f,1031,aggregated/humaneval/agentic_no_planner/token_stats_by_agent.csv
c944cce4e468c032e7b282faee114e4287157979334592b0089d290fcf97906f,1031,aggregated/humaneval/agentic_no_planner/token_stats_by_agent_all_runs.csv
72ccbc8f0f2e656610d57314009d78485dfaab2ba36e08c3995ab87df1857c95,732,aggregated/humaneval/agentic_plus_verifier/accuracy_metrics.csv
bd80cfbf43d4b737de8c7e2d808636df41195df3d7028dae5f2d975011135513,457,aggregated/humaneval/agentic_plus_verifier/accuracy_metrics_all_runs.csv
acebc0f1deb37b364ec16c9d22abc97361462e761e087cdbded7c18edffc0d9a,45566,aggregated/humaneval/agentic_plus_verifier/artifact_similarity_complexity_per_task.csv
3a14a9fa57aa284c2d008e0f78ffacae4b96b1ea58ab4bade1c65a2cc85dad4a,254310,aggregated/humaneval/agentic_plus_verifier/artifact_similarity_complexity_per_task.jsonl
7a81e92f9b748d31e0ee37e73ffbd9c053a2bc755e5a9e7bc243ad65a4f1b78e,991,aggregated/humaneval/agentic_plus_verifier/artifact_similarity_complexity_summary.csv
83181f4f21d95b8b14e53ed86ec2523bf8ad8586c91b26a509689a11e4cbfea7,893,aggregated/humaneval/agentic_plus_verifier/blame_summary.csv
b97bce24d86bc68b370eefa17d0c1d9780311951f39e9e0d7bad58787eab2817,26123,aggregated/humaneval/agentic_plus_verifier/blame_task_level.csv
783a902cb9331b833cd65331e6702157b4f2ed9918bf6d9b1bd4f6b7bb73babc,1343,aggregated/humaneval/agentic_plus_verifier/data_quality_report.csv
e8d8f0a758638a4859da0468d4dc87d94a864e95dc6eb9809f8c176c5fb22ad4,417,aggregated/humaneval/agentic_plus_verifier/pass_at_k_report.csv
02ba899bf7ed3f4f79347e9001a697da8bea34410fd5c33013dad9c677f12210,1062,aggregated/humaneval/agentic_plus_verifier/strategy_summary.csv
c99401ebfe3f2586f28d7a2704f915633c800ac129355bc141371fade1c68cfb,1059,aggregated/humaneval/agentic_plus_verifier/strategy_summary_all_runs.csv
05c9ec8782f52966c8d698b2eb467e0b4bab8b10ece1a1194f9eafcccececd6b,51241,aggregated/humaneval/agentic_plus_verifier/task_level.csv
05c9ec8782f52966c8d698b2eb467e0b4bab8b10ece1a1194f9eafcccececd6b,51241,aggregated/humaneval/agentic_plus_verifier/task_level_all_runs.csv
39b63463140a277acce05902cb01f5c9643c74ac32d98f45597825b7a09f63d4,1400,aggregated/humaneval/agentic_plus_verifier/token_stats_by_agent.csv
b8363e346c47154ed45b366475e6c99dcbc7b8e44032ee9940b307d15349d6dd,1405,aggregated/humaneval/agentic_plus_verifier/token_stats_by_agent_all_runs.csv
697da376a5a5b2c0bde9fd9b993f2fa21cbe7cb93b9cd638e1e8ca665a0c5287,699,aggregated/humaneval/monolithic/accuracy_metrics.csv
c29b08cd29e1f2586bca8df45eee2398ad9c0e9df5135397f2247bfda71bf1fa,444,aggregated/humaneval/monolithic/accuracy_metrics_all_runs.csv
712ad9b14ded46f42d3111429103fd96d913b81c88010b0359990c8d6f41263a,43495,aggregated/humaneval/monolithic/artifact_similarity_complexity_per_task.csv
085e35fc7fb774f1bb48973acf60ed48d4e4fb77b5ab37c14ed7eb47c9d9ace5,252347,aggregated/humaneval/monolithic/artifact_similarity_complexity_per_task.jsonl
fb3aba6b1f520ffb4f774ba3b9c7aed2e8ffb7bbf6180e58fe0792e916b611a6,964,aggregated/humaneval/monolithic/artifact_similarity_complexity_summary.csv
0c9f73a2cb7b42d44d49ac5731ce7325324f288498394969cf9cc180ecf76c84,749,aggregated/humaneval/monolithic/blame_summary.csv
f01b5411b97a2892dda8e4512ba76961b2e92412b8ec2fcb2aa2bedaf7ab2621,20552,aggregated/humaneval/monolithic/blame_task_level.csv
486005b1545ffc3c4b2045ca45b107be2cfc47b43f13dfc666f443acf3c82d63,1288,aggregated/humaneval/monolithic/data_quality_report.csv
d2dca7677ec423f28158f91c4cc990f1050d6e75acff0273c20d0bc0188aff79,406,aggregated/humaneval/monolithic/pass_at_k_report.csv
5ed082302b1acd8fd9fa969969a647b945faf8b50fb42d626b958bc041fa1caf,1034,aggregated/humaneval/monolithic/strategy_summary.csv
eb725f261b2443a6d69c12f004143b39e29005510c5f568f62e51ba41185cf65,1031,aggregated/humaneval/monolithic/strategy_summary_all_runs.csv
113cea05dde078a0facd25d90c464a059da384dc09beeadc991624a119aa73fb,27474,aggregated/humaneval/monolithic/task_level.csv
113cea05dde078a0facd25d90c464a059da384dc09beeadc991624a119aa73fb,27474,aggregated/humaneval/monolithic/task_level_all_runs.csv
917c8c113b3d6fcefc465246d51af7f7c12b45b253a5fd01c007c64bea6c3d44,808,aggregated/humaneval/monolithic/token_stats_by_agent.csv
917c8c113b3d6fcefc465246d51af7f7c12b45b253a5fd01c007c64bea6c3d44,808,aggregated/humaneval/monolithic/token_stats_by_agent_all_runs.csv
728579c3094f5675e8522e283a638a9ff44c34e1cdecbb675c1adee09c60ab07,643,aggregated/mbpp/agentic/accuracy_metrics.csv
73fc640a990cf66bbde138ffe84342282758c90b220852c743793bb056d13919,426,aggregated/mbpp/agentic/accuracy_metrics_all_runs.csv
2c988e1aaf2346bdd5220669e373065adea18c1bf92d7f6fd66620cf2458b53e,49021,aggregated/mbpp/agentic/artifact_similarity_complexity_per_task.csv
e69aa6ed0cbb363c61ee1873e2ce175898e3827269b0f3dd6fdda362b22893ee,303863,aggregated/mbpp/agentic/artifact_similarity_complexity_per_task.jsonl
35c8e3c98bd61bd7dfe0ee66d597b3ef1a4e33a8b7a469efe4a9367aca820ddf,831,aggregated/mbpp/agentic/artifact_similarity_complexity_summary.csv
f9887d557f87bcf62d188fc1e270f9427fccca60fbacb5258f106be3d8a215a1,745,aggregated/mbpp/agentic/blame_summary.csv
361a5bffa5eb7394626c1ba257e415226e47624f4fc2441fd70ed02bcaabe65a,23107,aggregated/mbpp/agentic/blame_task_level.csv
22bfdbca04cdb2c0e55acf3e6487eb69cba9b6535687eaab8bcdbc7e3c67d6ce,1248,aggregated/mbpp/agentic/data_quality_report.csv
e6d4ae1f86755cb476596f488e3c5ab933e6c11f3b16f5e7f17c99ca19b3a8a4,394,aggregated/mbpp/agentic/pass_at_k_report.csv
f7e93d259276671951f076ede98cd41a6b728bb4847542609c6c655d5ac9e25e,1020,aggregated/mbpp/agentic/strategy_summary.csv
