dataset,strategy,task_id,expected_task_count,artifact_source,artifact_found,model,passed,error_type,canonical_parse_error,artifact_parse_error,canonical_char_count,artifact_char_count,canonical_line_count,artifact_line_count,canonical_nonempty_line_count,artifact_nonempty_line_count,canonical_parse_ok,artifact_parse_ok,canonical_ast_node_count,artifact_ast_node_count,canonical_function_count,artifact_function_count,canonical_branch_count,artifact_branch_count,canonical_loop_count,artifact_loop_count,canonical_call_count,artifact_call_count,canonical_comprehension_count,artifact_comprehension_count,canonical_return_count,artifact_return_count,canonical_max_control_nesting_depth,artifact_max_control_nesting_depth,canonical_cyclomatic_proxy,artifact_cyclomatic_proxy,lexical_cosine_similarity,token_cosine_similarity,line_count_delta,nonempty_line_count_delta,ast_node_count_delta,branch_count_delta,loop_count_delta,call_count_delta,max_control_nesting_depth_delta,cyclomatic_proxy_delta,line_count_ratio,ast_node_count_ratio,cyclomatic_proxy_ratio
mbpp,agentic_plus_verifier,MBPP/140,200,predictions_executable,1,anthropic/claude-sonnet-4.5,True,,,,223,96,9,2,9,2,1,1,53,21,1,1,1,0,2,2,3,1,0,1,1,1,3,1,4,3,0.4629100498862757,0.637721294118165,-7,-7,-32,-1,0,-2,-2,-1,0.2222222222222222,0.39622641509433965,0.75
mbpp,agentic_plus_verifier,MBPP/141,200,predictions_executable,1,anthropic/claude-sonnet-4.5,True,,,,269,1005,8,36,8,32,1,1,105,178,1,3,0,3,1,3,5,6,0,0,1,2,1,2,2,7,0.409383918591437,0.6399445990365066,28,24,73,3,2,1,1,5,4.5,1.6952380952380952,3.5
mbpp,agentic_plus_verifier,MBPP/142,200,predictions_executable,1,anthropic/claude-sonnet-4.5,True,,,,130,228,3,7,3,7,1,1,43,69,1,1,0,1,1,1,2,5,1,0,1,1,1,2,2,3,0.6243640832675886,0.7061444533064769,4,4,26,1,0,3,1,1,2.3333333333333335,1.6046511627906976,1.5
mbpp,agentic_plus_verifier,MBPP/145,200,predictions_executable,1,anthropic/claude-sonnet-4.5,True,,,,206,91,8,4,8,4,1,1,72,28,1,1,0,1,1,0,4,3,0,0,1,2,1,1,2,2,0.6886966936819877,0.6532745799184878,-4,-4,-44,1,-1,-1,0,0,0.5,0.3888888888888889,1.0
mbpp,agentic_plus_verifier,MBPP/16,200,predictions_executable,1,anthropic/claude-sonnet-4.5,True,,,,165,431,8,12,7,10,1,1,24,25,1,1,1,0,0,0,1,2,0,0,2,1,1,0,2,1,0.32338083338177737,0.7360699299651777,4,3,1,-1,0,1,-1,-1,1.5,1.0416666666666667,0.5
mbpp,agentic_plus_verifier,MBPP/162,200,predictions_executable,1,anthropic/claude-sonnet-4.5,True,,,,96,412,5,19,5,16,1,1,25,52,1,1,1,1,0,1,1,1,0,0,2,1,1,2,2,3,0.3680349649825889,0.6813299687492026,14,11,27,0,1,0,1,1,3.8,2.08,1.5
mbpp,agentic_plus_verifier,MBPP/165,200,predictions_executable,1,anthropic/claude-sonnet-4.5,True,,,,206,317,6,9,6,9,1,1,68,69,1,1,1,2,1,1,6,5,0,0,1,1,2,3,4,4,0.5003432887462433,0.7625157173111135,3,3,1,1,0,-1,1,0,1.5,1.0147058823529411,1.0
mbpp,agentic_plus_verifier,MBPP/166,200,predictions_executable,1,anthropic/claude-sonnet-4.5,True,,,,189,675,7,25,7,22,1,1,65,86,1,1,1,2,2,1,4,1,0,0,1,2,3,2,4,4,0.4277601236724332,0.6474645923777829,18,15,21,1,-1,-3,-1,0,3.5714285714285716,1.323076923076923,1.0
mbpp,agentic_plus_verifier,MBPP/167,200,predictions_executable,1,anthropic/claude-sonnet-4.5,True,,,,159,202,8,11,8,11,1,1,49,59,1,1,1,2,1,1,0,0,0,0,2,3,1,1,4,4,0.7211102550927978,0.8275891183029994,3,3,10,1,0,0,0,0,1.375,1.2040816326530612,1.0
mbpp,agentic_plus_verifier,MBPP/168,200,predictions_executable,1,anthropic/claude-sonnet-4.5,True,,,,109,294,6,12,6,10,1,1,29,15,1,1,1,0,1,0,0,1,0,0,1,1,2,0,3,1,0.46053893000272295,0.6770032003863301,6,4,-14,-1,-1,1,-2,-2,2.0,0.5172413793103449,0.3333333333333333
mbpp,agentic_plus_verifier,MBPP/170,200,predictions_executable,1,anthropic/claude-sonnet-4.5,True,,,,134,477,5,19,5,17,1,1,37,65,1,1,0,2,1,0,1,4,0,0,1,3,1,1,2,3,0.43471413360133115,0.7752625005510094,14,12,28,2,-1,3,0,1,3.8,1.7567567567567568,1.5
mbpp,agentic_plus_verifier,MBPP/172,200,predictions_executable,1,anthropic/claude-sonnet-4.5,True,,,,182,49,6,2,6,2,1,1,69,11,1,1,1,0,1,0,2,1,0,0,1,1,2,0,5,1,0.5146502354656654,0.6468921754047852,-4,-4,-58,-1,-1,-1,-2,-4,0.3333333333333333,0.15942028985507245,0.2
mbpp,agentic_plus_verifier,MBPP/2,200,predictions_executable,1,anthropic/claude-sonnet-4.5,True,,,,107,406,3,12,3,10,1,1,26,20,1,1,0,0,0,0,3,2,0,0,1,1,0,0,1,1,0.5221881005644748,0.9226870278438684,9,7,-6,0,0,-1,0,0,4.0,0.7692307692307693,1.0
mbpp,agentic_plus_verifier,MBPP/20,200,predictions_executable,1,anthropic/claude-sonnet-4.5,True,,,,235,226,13,11,13,11,1,1,71,56,1,1,3,3,1,1,0,0,0,0,4,3,2,2,5,5,0.8459204872111276,0.7406600608019235,-2,-2,-15,0,0,0,0,0,0.8461538461538461,0.7887323943661971,1.0
mbpp,agentic_plus_verifier,MBPP/223,200,predictions_executable,1,anthropic/claude-sonnet-4.5,True,,,,549,936,19,33,18,30,1,1,178,168,2,2,5,4,0,1,3,1,0,0,7,4,3,3,9,7,0.7105269064915732,0.83403895603518,14,12,-10,-1,1,-2,0,-2,1.736842105263158,0.9438202247191011,0.7777777777777778
mbpp,agentic_plus_verifier,MBPP/224,200,predictions_executable,1,anthropic/claude-sonnet-4.5,True,,,,105,105,6,6,6,6,1,1,28,28,1,1,0,0,1,1,0,0,0,0,1,1,1,1,2,2,1.0000000000000002,1.0,0,0,0,0,0,0,0,0,1.0,1.0,1.0
mbpp,agentic_plus_verifier,MBPP/227,200,predictions_executable,1,anthropic/claude-sonnet-4.5,True,,,,173,412,8,18,8,16,1,1,54,39,1,1,2,2,0,0,0,0,0,0,1,3,2,2,5,4,0.26477746898441273,0.8702234803299274,10,8,-15,0,0,0,0,-1,2.25,0.7222222222222222,0.8
mbpp,agentic_plus_verifier,MBPP/228,200,predictions_executable,1,anthropic/claude-sonnet-4.5,False,AssertionError,,,167,465,6,14,6,12,1,1,49,44,1,1,1,0,0,0,0,0,0,0,2,1,1,0,2,1,0.5229611573463399,0.8332117333549214,8,6,-5,-1,0,0,-1,-1,2.3333333333333335,0.8979591836734694,0.5
mbpp,agentic_plus_verifier,MBPP/233,200,predictions_executable,1,anthropic/claude-sonnet-4.5,True,,,,99,549,3,21,3,17,1,1,23,47,1,1,0,2,0,0,0,2,0,0,1,1,0,1,1,3,0.10362555203016796,0.6663343378519919,18,14,24,2,0,2,1,2,7.0,2.0434782608695654,3.0
mbpp,agentic_plus_verifier,MBPP/234,200,predictions_executable,1,anthropic/claude-sonnet-4.5,True,,,,60,40,3,2,3,2,1,1,20,15,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0.6546536707079772,0.9158109397792511,-1,-1,-5,0,0,0,0,0,0.6666666666666666,0.75,1.0
mbpp,agentic_plus_verifier,MBPP/235,200,predictions_executable,1,anthropic/claude-sonnet-4.5,False,AssertionError,,,200,425,10,19,10,17,1,1,58,64,1,1,1,2,1,1,0,2,0,0,1,3,2,1,3,4,0.4823819106188661,0.6264302520481547,9,7,6,1,0,2,-1,1,1.9,1.103448275862069,1.3333333333333333
mbpp,agentic_plus_verifier,MBPP/237,200,predictions_executable,1,anthropic/claude-sonnet-4.5,True,,,,152,250,5,9,4,9,1,1,34,51,1,1,0,1,1,1,4,2,1,0,1,1,1,2,2,3,0.28128433856309726,0.49678742760410494,4,5,17,1,0,-2,1,1,1.8,1.5,1.5
mbpp,agentic_plus_verifier,MBPP/239,200,predictions_executable,1,anthropic/claude-sonnet-4.5,True,,,,416,806,13,25,13,23,1,1,171,121,1,1,3,2,4,3,4,4,2,0,1,3,5,3,9,6,0.6808712435863816,0.6554451545221853,12,10,-50,-1,-1,0,-2,-3,1.9230769230769231,0.7076023391812866,0.6666666666666666
mbpp,agentic_plus_verifier,MBPP/240,200,predictions_executable,1,anthropic/claude-sonnet-4.5,True,,,,103,97,4,4,4,4,1,1,24,26,1,1,0,1,0,0,0,0,0,0,1,2,0,1,1,2,0.8528028654224417,0.8207677342949549,0,0,2,1,0,0,1,1,1.0,1.0833333333333333,2.0
mbpp,agentic_plus_verifier,MBPP/244,200,predictions_executable,1,anthropic/claude-sonnet-4.5,True,,,,106,197,5,9,4,8,1,1,31,49,1,1,0,1,0,0,2,2,0,0,1,2,0,1,1,2,0.5309907904212606,0.7474474469488896,4,4,18,1,0,0,1,1,1.8,1.5806451612903225,2.0
mbpp,agentic_plus_verifier,MBPP/248,200,predictions_executable,1,anthropic/claude-sonnet-4.5,True,,,,104,142,5,7,5,7,1,1,28,40,1,1,1,1,0,1,1,1,0,0,2,2,1,1,2,3,0.563436169819011,0.7587569729024148,2,2,12,0,1,0,0,1,1.4,1.4285714285714286,1.5
mbpp,agentic_plus_verifier,MBPP/249,200,predictions_executable,1,anthropic/claude-sonnet-4.5,False,AssertionError,,,134,446,3,17,3,15,1,1,28,47,2,1,0,1,0,1,2,4,0,0,1,1,0,2,1,3,0.46073929912086503,0.7248485396311463,14,12,19,1,1,2,2,2,5.666666666666667,1.6785714285714286,3.0
mbpp,agentic_plus_verifier,MBPP/251,200,predictions_executable,1,anthropic/claude-sonnet-4.5,True,,,,105,149,3,6,3,6,1,1,28,34,1,1,0,0,2,1,0,2,1,0,1,1,1,1,3,2,0.527981513657892,0.6259863316249608,3,3,6,0,-1,2,0,-1,2.0,1.2142857142857142,0.6666666666666666
mbpp,agentic_plus_verifier,MBPP/252,200,predictions_executable,1,anthropic/claude-sonnet-4.5,False,AssertionError,,,81,589,5,21,4,18,1,1,19,83,1,1,0,1,0,1,1,6,0,0,1,1,0,1,1,3,0.5239368319955838,0.734630886692453,16,14,64,1,1,5,1,2,4.2,4.368421052631579,3.0
mbpp,agentic_plus_verifier,MBPP/255,200,predictions_executable,1,anthropic/claude-sonnet-4.5,True,,,,136,814,4,27,3,24,1,1,18,106,1,2,0,3,0,1,2,9,0,0,1,4,0,1,1,5,0.25664813163756695,0.7145736053834792,23,21,88,3,1,7,1,4,6.75,5.888888888888889,5.0
mbpp,agentic_plus_verifier,MBPP/256,200,predictions_executable,1,anthropic/claude-sonnet-4.5,True,,,,237,515,11,23,11,21,1,1,51,103,1,1,2,2,2,2,2,3,0,0,1,2,3,3,5,5,0.3071878110294827,0.565610686734,12,10,52,0,0,1,0,0,2.090909090909091,2.019607843137255,1.0
mbpp,agentic_plus_verifier,MBPP/257,200,predictions_executable,1,anthropic/claude-sonnet-4.5,True,,,,77,41,5,2,5,2,1,1,27,12,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0.6546536707079772,0.8363333975829068,-3,-3,-15,0,0,0,0,0,0.4,0.4444444444444444,1.0
mbpp,agentic_plus_verifier,MBPP/259,200,predictions_executable,1,anthropic/claude-sonnet-4.5,False,AssertionError,,,169,112,3,2,3,2,1,1,54,31,1,1,0,0,2,1,5,3,2,1,1,1,1,1,3,2,0.7905694150420948,0.9530683733222789,-1,-1,-23,0,-1,-2,0,-1,0.6666666666666666,0.5740740740740741,0.6666666666666666
mbpp,agentic_plus_verifier,MBPP/260,200,predictions_executable,1,anthropic/claude-sonnet-4.5,False,AssertionError,,,119,802,4,32,4,30,1,1,41,181,1,3,1,7,0,3,2,6,0,0,2,6,1,3,3,12,0.6403729533481602,0.6702481339336603,28,26,140,6,3,4,2,9,8.0,4.414634146341464,4.0
mbpp,agentic_plus_verifier,MBPP/261,200,predictions_executable,1,anthropic/claude-sonnet-4.5,True,,,,135,109,3,2,3,2,1,1,35,30,1,1,0,0,1,1,2,2,1,1,1,1,1,1,2,2,0.7453559924999299,0.8472797978892361,-1,-1,-5,0,0,0,0,0,0.6666666666666666,0.8571428571428571,1.0
mbpp,agentic_plus_verifier,MBPP/262,200,predictions_executable,1,anthropic/claude-sonnet-4.5,True,,,,64,375,2,14,2,12,1,1,22,34,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0.46692960477351775,0.8908708063747479,12,10,12,0,0,0,0,0,7.0,1.5454545454545454,1.0
mbpp,agentic_plus_verifier,MBPP/265,200,predictions_executable,1,anthropic/claude-sonnet-4.5,True,,,,69,300,2,13,2,13,1,1,24,85,1,1,0,2,1,2,1,4,1,0,1,2,1,2,2,6,0.6180700462007376,0.7940130143591612,11,11,61,2,1,3,1,4,6.5,3.5416666666666665,3.0
mbpp,agentic_plus_verifier,MBPP/267,200,predictions_executable,1,anthropic/claude-sonnet-4.5,True,,,,58,168,2,8,2,8,1,1,27,47,1,1,0,1,0,1,1,1,0,0,1,2,0,1,1,3,0.31068488300060004,0.5514718052053477,6,6,20,1,1,0,1,2,4.0,1.7407407407407407,3.0
mbpp,agentic_plus_verifier,MBPP/276,200,predictions_executable,1,anthropic/claude-sonnet-4.5,True,,,,76,292,3,14,3,11,1,1,24,26,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0.23103442669455734,0.8058665208462562,11,8,2,0,0,0,0,0,4.666666666666667,1.0833333333333333,1.0
mbpp,agentic_plus_verifier,MBPP/277,200,predictions_executable,1,anthropic/claude-sonnet-4.5,True,,,,114,150,3,6,3,6,1,1,34,40,1,1,0,1,1,1,1,1,1,0,1,1,1,2,2,3,0.9869275424396534,0.9661300767465159,3,3,6,1,0,0,1,1,2.0,1.1764705882352942,1.5
mbpp,agentic_plus_verifier,MBPP/278,200,predictions_executable,1,anthropic/claude-sonnet-4.5,True,,,,148,488,5,16,5,14,1,1,28,34,1,1,1,1,1,1,2,1,0,0,1,2,2,2,3,3,0.5120915564991891,0.7935983293788951,11,9,6,0,0,-1,0,0,3.2,1.2142857142857142,1.0
mbpp,agentic_plus_verifier,MBPP/279,200,predictions_executable,1,anthropic/claude-sonnet-4.5,True,,,,53,385,2,14,2,11,1,1,21,23,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0.2684377460965796,0.9856107606091622,12,9,2,0,0,0,0,0,7.0,1.0952380952380953,1.0
mbpp,agentic_plus_verifier,MBPP/280,200,predictions_executable,1,anthropic/claude-sonnet-4.5,True,,,,229,507,9,17,9,15,1,1,59,42,1,1,1,1,1,1,1,2,0,0,1,2,2,2,4,3,0.4156815072459619,0.6469584204291194,8,6,-17,0,0,1,0,-1,1.8888888888888888,0.711864406779661,0.75
mbpp,agentic_plus_verifier,MBPP/281,200,predictions_executable,1,anthropic/claude-sonnet-4.5,True,,,,108,75,4,2,4,2,1,1,24,20,1,1,1,0,0,0,3,3,0,0,2,1,1,0,2,1,0.9102991273635126,0.9400319838808433,-2,-2,-4,-1,0,0,-1,-1,0.5,0.8333333333333334,0.5
mbpp,agentic_plus_verifier,MBPP/282,200,predictions_executable,1,anthropic/claude-sonnet-4.5,True,,,,102,76,3,2,3,2,1,1,31,27,2,1,0,0,0,1,2,1,0,1,1,1,0,1,1,2,0.6929348671835833,0.7133085029893639,-1,-1,-4,0,1,-1,1,1,0.6666666666666666,0.8709677419354839,2.0
mbpp,agentic_plus_verifier,MBPP/286,200,predictions_executable,1,anthropic/claude-sonnet-4.5,True,,,,341,1815,10,54,10,52,1,1,70,334,1,1,2,6,1,5,1,17,0,0,1,4,2,3,4,14,0.7253585162160021,0.8409472963011154,44,42,264,4,4,16,1,10,5.4,4.771428571428571,3.5
mbpp,agentic_plus_verifier,MBPP/287,200,predictions_executable,1,anthropic/claude-sonnet-4.5,True,,,,68,173,2,8,2,8,1,1,33,48,1,1,0,1,0,1,1,1,0,0,1,2,0,1,1,3,0.5262348115842176,0.6013288497504246,6,6,15,1,1,0,1,2,4.0,1.4545454545454546,3.0
mbpp,agentic_plus_verifier,MBPP/293,200,predictions_executable,1,anthropic/claude-sonnet-4.5,True,,,,90,349,5,14,4,11,1,1,32,27,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0.309426373877638,0.7726832945548977,9,7,-5,0,0,0,0,0,2.8,0.84375,1.0
mbpp,agentic_plus_verifier,MBPP/299,200,predictions_executable,1,anthropic/claude-sonnet-4.5,True,,,,199,267,7,8,6,8,1,1,51,70,2,1,0,1,1,1,3,2,0,0,1,2,1,1,2,3,0.2822767727858068,0.6438054142281161,1,2,19,1,0,-1,0,1,1.1428571428571428,1.3725490196078431,1.5
mbpp,agentic_plus_verifier,MBPP/306,200,predictions_executable,1,anthropic/claude-sonnet-4.5,True,,,,566,949,17,30,17,28,1,1,258,208,1,1,3,4,5,4,5,6,2,0,1,2,4,3,10,12,0.6204347280531043,0.860125260246612,13,11,-50,1,-1,1,-1,2,1.7647058823529411,0.8062015503875969,1.2
mbpp,agentic_plus_verifier,MBPP/308,200,predictions_executable,1,anthropic/claude-sonnet-4.5,True,,,,130,540,3,19,3,17,1,1,39,51,1,1,0,0,2,2,1,2,1,0,1,1,1,2,3,3,0.4127477592108698,0.7291583221596408,16,14,12,0,0,1,1,0,6.333333333333333,1.3076923076923077,1.0
mbpp,agentic_plus_verifier,MBPP/309,200,predictions_executable,1,anthropic/claude-sonnet-4.5,True,,,,77,76,5,5,5,5,1,1,18,18,1,1,1,1,0,0,0,0,0,0,2,2,1,1,2,2,0.9999999999999998,0.9743589743589743,0,0,0,0,0,0,0,0,1.0,1.0,1.0
mbpp,agentic_plus_verifier,MBPP/311,200,predictions_executable,1,anthropic/claude-sonnet-4.5,True,,,,230,473,10,21,10,19,1,1,70,82,1,1,2,2,1,2,0,1,0,0,2,3,2,2,4,5,0.6638357975446149,0.8029937096762726,11,9,12,0,1,1,0,1,2.1,1.1714285714285715,1.25
mbpp,agentic_plus_verifier,MBPP/312,200,predictions_executable,1,anthropic/claude-sonnet-4.5,True,,,,96,364,5,16,4,13,1,1,35,46,1,1,0,1,0,0,0,0,0,0,1,2,0,1,1,3,0.4975185951049946,0.7641400621627399,11,9,11,1,0,0,1,2,3.2,1.3142857142857143,3.0
mbpp,agentic_plus_verifier,MBPP/391,200,predictions_executable,1,anthropic/claude-sonnet-4.5,True,,,,116,401,3,16,3,14,1,1,39,53,1,1,0,0,1,1,1,3,1,0,1,1,1,1,2,2,0.6480875577554953,0.6878865428600812,13,11,14,0,0,2,0,0,5.333333333333333,1.358974358974359,1.0
mbpp,agentic_plus_verifier,MBPP/392,200,predictions_executable,1,anthropic/claude-sonnet-4.5,True,,,,237,543,9,19,9,17,1,1,118,104,1,2,0,2,1,0,9,6,0,0,1,4,1,1,2,3,0.12165177489061989,0.511522440475992,10,8,-14,2,-1,-3,0,1,2.111111111111111,0.8813559322033898,1.5
mbpp,agentic_plus_verifier,MBPP/398,200,predictions_executable,1,anthropic/claude-sonnet-4.5,True,,,,97,412,2,15,2,14,1,1,32,76,1,2,0,2,2,2,4,5,1,0,1,1,1,3,3,5,0.2586832745487024,0.6397244857041537,13,12,44,2,0,1,2,2,7.5,2.375,1.6666666666666667
mbpp,agentic_plus_verifier,MBPP/399,200,predictions_executable,1,anthropic/claude-sonnet-4.5,True,,,,128,102,3,2,3,2,1,1,35,30,1,1,0,0,1,1,2,2,1,1,1,1,1,1,2,2,0.7453559924999299,0.8472797978892361,-1,-1,-5,0,0,0,0,0,0.6666666666666666,0.8571428571428571,1.0
mbpp,agentic_plus_verifier,MBPP/400,200,predictions_executable,1,anthropic/claude-sonnet-4.5,True,,,,111,479,3,16,3,14,1,1,33,42,1,1,0,0,1,1,5,5,1,0,1,1,1,1,2,2,0.36425009633235883,0.860205542932436,13,11,9,0,0,0,0,0,5.333333333333333,1.2727272727272727,1.0
mbpp,agentic_plus_verifier,MBPP/404,200,predictions_executable,1,anthropic/claude-sonnet-4.5,True,,,,77,76,5,5,5,5,1,1,18,18,1,1,1,1,0,0,0,0,0,0,2,2,1,1,2,2,0.9999999999999998,0.9743589743589743,0,0,0,0,0,0,0,0,1.0,1.0,1.0
mbpp,agentic_plus_verifier,MBPP/407,200,predictions_executable,1,anthropic/claude-sonnet-4.5,True,,,,332,928,11,29,11,27,1,1,128,193,2,1,1,3,1,2,10,8,0,0,2,2,2,2,3,6,0.2603778219616477,0.715607790663891,18,16,65,2,1,-2,0,3,2.6363636363636362,1.5078125,2.0
mbpp,agentic_plus_verifier,MBPP/409,200,predictions_executable,1,anthropic/claude-sonnet-4.5,True,,,,104,340,3,11,3,9,1,1,32,28,1,1,0,0,1,1,2,1,1,1,1,1,1,1,2,2,0.32479917717646006,0.7013664474559795,8,6,-4,0,0,-1,0,0,3.6666666666666665,0.875,1.0
mbpp,agentic_plus_verifier,MBPP/410,200,predictions_executable,1,anthropic/claude-sonnet-4.5,True,,,,102,1071,3,41,3,39,1,1,28,188,1,1,0,11,1,1,2,15,1,0,1,6,1,4,2,14,0.3723343557930698,0.6561693329630366,38,36,160,11,0,13,3,12,13.666666666666666,6.714285714285714,7.0
mbpp,agentic_plus_verifier,MBPP/411,200,predictions_executable,1,anthropic/claude-sonnet-4.5,True,,,,105,367,4,14,3,12,1,1,29,39,1,1,0,1,1,1,3,3,1,1,1,2,1,1,3,3,0.606217782649107,0.8666199973345987,10,9,10,1,0,0,0,0,3.5,1.3448275862068966,1.0
