dataset,strategy,task_id,run_id,critic_verdict_first_pass,verifier_invoked,verifier_decision,repair_attempted,final_passed,pre_verifier_exec_invoked,pre_verifier_exec_passed,verifier_pre_repair_exec_passed,verifier_post_repair_exec_passed,critic_true_positive,critic_true_negative,blame_executor,blame_critic_false_fail,blame_critic_false_pass,verifier_strict_eligible,verifier_help,verifier_harm,executor_blame_from_critic,critic_blame_from_verifier,blame_basis,verifier_blame_basis
bigcodebench,agentic,BigCodeBench/624,run-9ce586aa,PASS,0,,0,True,False,,,,0,0,0,0,0,0,0,0,0,,checkpoint_missing,not_applicable
bigcodebench,agentic,BigCodeBench/645,run-12bd7e9b,FAIL,0,,0,False,True,False,,,1,0,1,0,0,0,0,0,1,,checkpoint_exec_only,not_applicable
bigcodebench,agentic,BigCodeBench/718,run-9ce586aa,FAIL,0,,0,True,False,,,,0,0,0,0,0,0,0,0,1,,checkpoint_missing,not_applicable
bigcodebench,agentic,BigCodeBench/798,run-9ce586aa,FAIL,0,,0,False,False,,,,0,0,0,0,0,0,0,0,1,,checkpoint_missing,not_applicable
bigcodebench,agentic,BigCodeBench/820,run-9ce586aa,FAIL,0,,0,True,False,,,,0,0,0,0,0,0,0,0,1,,checkpoint_missing,not_applicable
bigcodebench,agentic,BigCodeBench/833,run-9ce586aa,FAIL,0,,0,True,False,,,,0,0,0,0,0,0,0,0,1,,checkpoint_missing,not_applicable
bigcodebench,agentic,BigCodeBench/842,run-12bd7e9b,PASS,0,,0,True,True,True,,,0,1,0,0,0,0,0,0,0,,checkpoint_exec_only,not_applicable
bigcodebench,agentic,BigCodeBench/886,run-9ce586aa,PASS,0,,0,True,False,,,,0,0,0,0,0,0,0,0,0,,checkpoint_missing,not_applicable
bigcodebench,agentic,BigCodeBench/89,run-9ce586aa,PASS,0,,0,False,False,,,,0,0,0,0,0,0,0,0,0,,checkpoint_missing,not_applicable
bigcodebench,agentic,BigCodeBench/895,run-9ce586aa,FAIL,0,,0,False,False,,,,0,0,0,0,0,0,0,0,1,,checkpoint_missing,not_applicable
bigcodebench,agentic,BigCodeBench/908,run-9ce586aa,FAIL,0,,0,True,False,,,,0,0,0,0,0,0,0,0,1,,checkpoint_missing,not_applicable
bigcodebench,agentic,BigCodeBench/92,run-9ce586aa,FAIL,0,,0,False,False,,,,0,0,0,0,0,0,0,0,1,,checkpoint_missing,not_applicable
bigcodebench,agentic,BigCodeBench/937,run-9ce586aa,FAIL,0,,0,True,False,,,,0,0,0,0,0,0,0,0,1,,checkpoint_missing,not_applicable
bigcodebench,agentic,BigCodeBench/938,run-9ce586aa,PASS,0,,0,False,False,,,,0,0,0,0,0,0,0,0,0,,checkpoint_missing,not_applicable
bigcodebench,agentic,BigCodeBench/942,run-12bd7e9b,FAIL,0,,0,False,True,False,,,1,0,1,0,0,0,0,0,1,,checkpoint_exec_only,not_applicable
bigcodebench,agentic,BigCodeBench/953,run-9ce586aa,PASS,0,,0,True,False,,,,0,0,0,0,0,0,0,0,0,,checkpoint_missing,not_applicable
bigcodebench,agentic,BigCodeBench/956,run-9ce586aa,PASS,0,,0,True,False,,,,0,0,0,0,0,0,0,0,0,,checkpoint_missing,not_applicable
bigcodebench,agentic,BigCodeBench/973,run-9ce586aa,FAIL,0,,0,False,False,,,,0,0,0,0,0,0,0,0,1,,checkpoint_missing,not_applicable
